name,address,City,State,zip,phone,url,types,closed,lat,long,scraped_for_emails,phase1_success,phase2_success,
LIFT Designer Toys & Gallery,"228 W 4th St, Royal Oak", Royal Oak,MI,48067,(248) 545-5245,http://www.liftdetroit.com/,art_gallery,,,,,#N/A,liftdetroit.com,
Wireless Toy Store,"280 Cobb Pkwy S # D, Marietta", Marietta,GA,30060,(678) 564-0555,http://www.wirelesstoyz.com/,"[""store"",""point_of_interest"",""establishment""]",,33.9468934,-84.5191151,,#N/A,wirelesstoyz.com,
Cell Toys,"3502 N Blackstone Ave #191, Fresno", Fresno,CA,93726,(559) 283-8143,http://www.celltoysfresno.com/,store,,,,,#N/A,celltoysfresno.com,
Teach Me Store,"3520 Spring Forest Rd, Raleigh", Raleigh,NC,27616,(919) 872-2747,http://www.teachmestore.com/,,,,,,#N/A,teachmestore.com,
Toy Kingdom,"36 Maryland Ave, Rockville", Rockville,MD,20850,(301) 251-0220,http://toykingdomllc.com/,"[""store"",""point_of_interest"",""establishment""]",,39.0858596,-77.1507459,,#N/A,toykingdomllc.com,
Zonkey,"621 N 6th St, San Jose", San Jose,CA,95112,(408) 372-7528,http://zonkeytoys.com/,store,,,,,#N/A,zonkeytoys.com,
D and E Collectibles - Vintage & Collectible Toys - Pittsburgh Pa,"700 Main Street, Sharpsburg", Sharpsburg,PA,15215,(412) 782-3878,http://dandecollectibles.com/,,,,,,#N/A,dandecollectibles.com,
Kitty Hawk Kites,"785 Sunset Blvd, Corolla", Corolla,NC,27927,(252) 453-8845,http://www.kittyhawk.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.3251112,-75.8182795,,#N/A,kittyhawk.com,
TOY KINGDOM,"820 Pier Park Dr #120, Panama City Beach", Panama City Beach,FL,32413,(850) 233-8916,http://facebook.com/toykingdompierpark,"[""store"",""point_of_interest"",""establishment""]",,30.2166423,-85.8765948,,#N/A,facebook.comtoykingdompierpark,
Big Kmart,"1205 Fordham Dr, Virginia Beach", Virginia Beach,VA,23464,(757) 424-7835,http://www.kmart.com/stores/virginia/virginia-beach/3560.html,,,,,,#N/A,kmart.comstoresvirginiavirginia-beach3560.html,
Littlebits Children's Resale,"12226 Beach Blvd, Jacksonville", Jacksonville,FL,32246,(904) 645-8874,http://www.littlebitschildrensresale.com/,clothing_store,,,,,#N/A,littlebitschildrensresale.com,
Lovebound,"1401 Carmack Blvd, Columbia", Columbia,TN,38401,(931) 840-5552,http://www.discoverlovebound.com/,"[""movie_rental"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.6049124,-87.0350629,,#N/A,discoverlovebound.com,
Norman & Jules Toy Shop,"158 7th Ave, Brooklyn", Brooklyn,NY,11215,(347) 987-3323,http://www.normanandjules.com/,store,,,,,#N/A,normanandjules.com,
My Little Children,"1622 Coburg Road, Eugene", Eugene,OR,97401,(541) 636-3450,http://www.mylittlechildren.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,44.0809673,-123.0677986,,#N/A,mylittlechildren.com,
Warhammer,"202 High Point Drive, Victor", Victor,NY,14564,(585) 425-8988,http://www.games-workshop.com/Warhammer-High-Point,"[""store"",""point_of_interest"",""establishment""]",,43.0280604,-77.4384492,,#N/A,games-workshop.comWarhammer-High-Point,
Cupid's Closet,"2021 W Pinhook Rd, Lafayette", Lafayette,LA,70508,(337) 984-6369,http://www.cupidsclosetonline.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.1868033,-92.0111421,,#N/A,cupidsclosetonline.com,
The Home Depot,"2075 S Holmes Ave, Idaho Falls", Idaho Falls,ID,83404,(208) 542-2520,http://www.homedepot.com/l/Idaho-Falls/ID/Idaho-Falls/83404/1802,"[""hardware_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,43.4789872,-112.0219873,,#N/A,homedepot.comlIdaho-FallsIDIdaho-Falls834041802,
Chalkboard,"2110 Plainfield Rd, Crest Hill", Crest Hill,IL,60403,(815) 741-2023,http://www.thechalkboardcatalog.com/,"[""store"",""point_of_interest"",""establishment""]",,41.561232,-88.134552,,#N/A,thechalkboardcatalog.com,
World's Best Comics and Toys,"2608 Watt Ave, Sacramento", Sacramento,CA,95821,(916) 973-8973,http://www.wbcomics.com,book_store,,,,,#N/A,wbcomics.com,
Dreamers,"2705 Interstate 35 Frontage Rd, Hillsboro", Hillsboro,TX,76645,(254) 582-9305,http://www.dreamersdvd.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,31.956431,-97.114473,,#N/A,dreamersdvd.com,
Crafty Hands,"2910 Scottsville Rd # B, Bowling Green", Bowling Green,KY,42104,(270) 846-4865,http://www.craftyhandsyarnshop.com/,"[""store"",""point_of_interest"",""establishment""]",,36.9459433,-86.4222881,,#N/A,craftyhandsyarnshop.com,
Crafty Hands,"3105 John Wayland Hwy, Dayton", Dayton,VA,22821,(540) 879-2049,http://www.craftyhandstoyland.com/,"[""store"",""point_of_interest"",""establishment""]",,38.4095124,-78.9445036,,#N/A,craftyhandstoyland.com,
Magic Beans - Brookline,"312 Harvard St, Brookline", Brookline,MA,2446,(617) 383-8250,http://mbeans.com/baby-gear-and-toy-stores-brookline-massachusetts,clothing_store,,,,,#N/A,mbeans.combaby-gear-and-toy-stores-brookline-massachusetts,
Teacher Heaven,"3225 50th St, Lubbock", Lubbock,TX,79407,(806) 797-0003,http://www.teacherheaven.com/,,,,,,#N/A,teacherheaven.com,
Pacifier - City Center Skyway,"40 S 7th St #260, Minneapolis", Minneapolis,MN,55402,(612) 767-6330,http://pacifier.me/,,,,,,#N/A,pacifier.me,
Atomic Boys,"4311 SW Admiral Way, Seattle", Seattle,WA,98116,(206) 938-3255,http://www.atomicboysseattle.com/,store,,,,,#N/A,atomicboysseattle.com,
The Home Depot,"4340 Hawthorne Rd, Chubbuck", Chubbuck,ID,83202,(208) 637-1008,http://www.homedepot.com/l/Pocatello/ID/Chubbuck/83202/1807,"[""hardware_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,42.9120175,-112.4748799,,#N/A,homedepot.comlPocatelloIDChubbuck832021807,
Sam's Toys,"522 S Stanton St, El Paso", El Paso,TX,79901,(915) 533-6555,http://www.samstoysinc.com,store,,,,,#N/A,samstoysinc.com,
Kids Ink Children's Bookstores,"5619 N Illinois St, Indianapolis", Indianapolis,IN,46208,(317) 255-2598,http://www.kidsinkbooks.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,39.8546568,-86.1592474,,#N/A,kidsinkbooks.com,
Mr. C Toys,"6101 Gateway Blvd W, El Paso", El Paso,TX,79925,(915) 774-0371,http://www.shopbassettplace.com/store/Mr-Cs-Toys/2138887194/,store,,,,,#N/A,shopbassettplace.comstoreMr-Cs-Toys2138887194,
Play Kids,"668 Flatbush Ave, Brooklyn", Brooklyn,NY,11225,(347) 715-9347,http://www.playkidsstore.com/,store,,,,,#N/A,playkidsstore.com,
"Adventures In Learning - Toy Store, Games, Puzzles, Puppets, & Much More!","7230 Gateway Blvd E, El Paso", El Paso,TX,79915,(888) 835-3695,http://www.ailtq.com/,store,,,,,#N/A,ailtq.com,
Smarty Pants,"7500 N Mesa St #205, El Paso", El Paso,TX,79912,(915) 777-4246,http://www.3smartypants.com/,store,,,,,#N/A,3smartypants.com,
Orlando Science Center Gift Shop,"777 E Princeton St, Orlando", Orlando,FL,32803,(407) 896-7474,http://osc.ordercompletion.com/,,,,,,#N/A,osc.ordercompletion.com,
Green Dazzle Baby,"8004 Quaker Ave, Lubbock", Lubbock,TX,79424,(806) 791-2229,http://www.greendazzlebaby.com/,,,,,,#N/A,greendazzlebaby.com,
Apple Box Wooden Toys,"837 W Harbor Dr, San Diego", San Diego,CA,92101,(619) 230-1818,http://www.appleboxtoys.com/,store,,,,,#N/A,appleboxtoys.com,
Cupid's Closet,"910 Hwy 90 Frontage Road, New Iberia", New Iberia,LA,70560,(337) 365-9969,http://cupidsclosetonline.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,29.9893679,-91.8648735,,#N/A,cupidsclosetonline.com,
Warhammer,"975 Airport Rd SW #14, Huntsville", Huntsville,AL,35802,(256) 881-7733,http://www.games-workshop.com/Warhammer-Westbury-Square-NAS,"[""store"",""point_of_interest"",""establishment""]",,34.6898726,-86.5767998,,#N/A,games-workshop.comWarhammer-Westbury-Square-NAS,
Hearts,"9945 Airline Hwy, Baton Rouge", Baton Rouge,LA,70816,(225) 927-7122,http://www.heartsbatonrouge.com/,,,,,,#N/A,heartsbatonrouge.com,
Kidz Korner,"101 SE Frank Phillips Blvd, Barlesville", Barlesville,OK,74003,(918) 338-0710,http://www.kidzkorner.biz/,,,,,,#N/A,kidzkorner.biz,
Hobby People,"10128 Indiana Ave, Riverside", Riverside,CA,92503,(951) 785-6773,http://www.hobbypeople.net/,,,,,,#N/A,hobbypeople.net,
Comic Shop,"112 E Bridge St, Oswego", Oswego,NY,13126,(315) 343-8435,http://www.oswegocomicshop.com/,"[""store"",""point_of_interest"",""establishment""]",,43.4589103,-76.5026145,,#N/A,oswegocomicshop.com,
Susan's Books & Gifts,"1124 13th St, Aurora", Aurora,NE,68818,(402) 694-2244,http://www.susansbooksandgifts.com/,,,,,,#N/A,susansbooksandgifts.com,
Archie McPhee,"1300 N 45th St, Seattle", Seattle,WA,98103,(206) 297-0240,http://www.archiemcpheeseattle.com/,store,,,,,#N/A,archiemcpheeseattle.com,
Game X Change,"1401 N Belt Hwy # A, St Joseph", St Joseph,MO,64506,(816) 676-2626,http://www.gogamexchange.com/stores/missouri/st-joseph/,"[""store"",""point_of_interest"",""establishment""]",,39.7793823,-94.8026446,,#N/A,gogamexchange.comstoresmissourist-joseph,
Big Boy's Toys,"1477 N Bennington Rd, North Bennington", North Bennington,VT,5257,(802) 447-1721,http://bbtoys.com/,"[""car_repair"",""store"",""point_of_interest"",""establishment""]",,42.9133783,-73.2328553,,#N/A,bbtoys.com,
Yolk (Silverlake),"1626 Silver Lake Blvd, Los Angeles", Los Angeles,CA,90026,(323) 660-4315,http://shopyolk.com/,clothing_store,,,,,#N/A,shopyolk.com,
Frisky Business Boutique,"1720 New Raleigh Hwy, Durham", Durham,NC,27703,(919) 957-4441,http://friskybusinessboutique.com/,,,,,,#N/A,friskybusinessboutique.com,
Plastic Galaxy,"2229 NW 138th St, Oklahoma City", Oklahoma City,OK,73134,(405) 286-1098,http://www.facebook.com/PlasticGalaxyShop,store,,,,,#N/A,facebook.comPlasticGalaxyShop,
Big Boy's Toys,"300 N Main St, Watford City", Watford City,ND,58854,(701) 842-3301,http://bigboystoysgunsandammo.com/,"[""store"",""point_of_interest"",""establishment""]",,47.8034265,-103.2829046,,#N/A,bigboystoysgunsandammo.com,
Anime Jungle,"319 E 2nd St #103, Los Angeles", Los Angeles,CA,90012,(213) 621-1661,http://animejungle.net/,store,,,,,#N/A,animejungle.net,
Intimate Expressions,"3806 50th St #102, Lubbock", Lubbock,TX,79413,(806) 687-7399,http://www.lubbocklingerie.com/,,,,,,#N/A,lubbocklingerie.com,
Comic Shop,"418 3rd St, Fairbanks", Fairbanks,AK,99701,(907) 452-5780,http://facebook.com/comicshopalaska,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,64.8468989,-147.6984999,,#N/A,facebook.comcomicshopalaska,
Animax,"5144 Old Summer Rd, Memphis", Memphis,TN,38122,(901) 761-0612,http://www.animaxstore.com/,store,,,,,#N/A,animaxstore.com,
Kids-N-Cats Unique Gifts,"5732 Burnet Rd, Austin", Austin,TX,78756,(512) 458-6369,http://kids-n-cats.com/,book_store,,,,,#N/A,kids-n-cats.com,
Make Way For Ducklings,"6 North Market Street, Boston", Boston,MA,2109,(617) 573-9888,http://www.makewayforducklings.com/,book_store,,,,,#N/A,makewayforducklings.com,
Hub Hobby Center,"6410 Penn Ave S, Richfield", Richfield,MN,55423,(612) 866-9575,http://www.hubhobby.com/,"[""store"",""point_of_interest"",""establishment""]",,44.8866802,-93.3090483,,#N/A,hubhobby.com,
Game X Change,"842 W 7th Ave, Corsicana", Corsicana,TX,75110,(903) 874-5000,http://www.gogamexchange.com/StoreOpenings.aspx?StoreID=68,"[""store"",""point_of_interest"",""establishment""]",,32.0874564,-96.4728899,,#N/A,gogamexchange.comStoreOpenings.aspx?StoreID=68,
"School Aids, Inc","9335 Interline Ave, Baton Rouge", Baton Rouge,LA,70809,(225) 923-0294,http://schoolaids.com/,,,,,,#N/A,schoolaids.com,
Walmart Pharmacy,"1025 S Main St, Red Bluff", Red Bluff,CA,96080,(530) 529-4390,http://www.walmart.com/store/1608,"[""pharmacy"",""department_store"",""health"",""store"",""point_of_interest"",""establishment""]",,40.1622194,-122.2320125,,#N/A,walmart.comstore1608,
A Touch of Romance,"10281 Magnolia Ave, Riverside", Riverside,CA,92503,(951) 352-0474,http://www.atouchofromance.com/,,,,,,#N/A,atouchofromance.com,
Happy Panda Toys,"107 E Charleston Blvd #120B, Las Vegas", Las Vegas,NV,89104,(702) 516-3432,http://www.happypandatoys.com/,clothing_store,,,,,#N/A,happypandatoys.com,
Downtown Intimates,"119 N Lake St, Forest Lake", Forest Lake,MN,55025,(651) 464-7529,http://www.downtownintimates.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,45.280717,-92.984321,,#N/A,downtownintimates.com,
Fun Zone Extreme Gifts,"1220 Oak St, Bakersfield", Bakersfield,CA,93304,(661) 323-0100,http://www.funzonextreme.com/fun-zone-extreme-bakersfield-ca/,,,,,,#N/A,funzonextreme.comfun-zone-extreme-bakersfield-ca,
Once Upon A Child Newport News,"12233 Jefferson Ave #7b, Newport News", Newport News,VA,23602,(757) 968-5437,http://www.onceuponachildnewportnews.com/,,,,,,#N/A,onceuponachildnewportnews.com,
Cloud Cap Games,"1226 SE Lexington St, Portland", Portland,OR,97202,(503) 505-9344,http://www.cloudcapgames.com/,bar,,,,,#N/A,cloudcapgames.com,
Alien Worlds,"1255 SW Loop 410 #123, San Antonio", San Antonio,TX,78227,(210) 674-1700,http://www.alienworldscomics.com/,book_store,,,,,#N/A,alienworldscomics.com,
Toy Travelers International,"1313 N Hamilton St # 101, High Point", High Point,NC,27262,(336) 841-8999,http://toytravelers.net/,"[""store"",""point_of_interest"",""establishment""]",,35.9731062,-80.0146651,,#N/A,toytravelers.net,
Walmart Pharmacy,"1330 S Providence Center Dr, Cedar City", Cedar City,UT,84720,(435) 586-0155,http://www.walmart.com/store/1438,"[""pharmacy"",""department_store"",""health"",""store"",""point_of_interest"",""establishment""]",,37.65449,-113.088354,,#N/A,walmart.comstore1438,
Teaching and Learning Stuff,"1356 S Gilbert Rd, Mesa", Mesa,AZ,85204,(480) 892-7705,http://www.teachingstuff.com/,store,,,,,#N/A,teachingstuff.com,
Wonko's Toys and Games,"13776 U.S. 183 #116, Austin", Austin,TX,78750,(512) 335-1000,http://www.wonkos.com/,store,,,,,#N/A,wonkos.com,
Tulip,"1480 W Berwyn Ave, Chicago", Chicago,IL,60640,(773) 275-6110,http://www.mytulip.com/,clothing_store,,,,,#N/A,mytulip.com,
Karnation Intimate Apparel,"150 E Quinn Rd, Pocatello", Pocatello,ID,83201,(208) 232-4991,http://www.karnationlingerie.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.9061879,-112.4509518,,#N/A,karnationlingerie.com,
Melrose Family Fashions #67,"1601 Guadalupe St, Laredo", Laredo,TX,78043,(956) 725-7139,http://melrosestore.com/,,,,,,#N/A,melrosestore.com,
The Burrow,"180 S Rock Rd, Wichita", Wichita,KS,67207,(316) 209-6217,http://www.theburrowstore.com/,,,,,,#N/A,theburrowstore.com,
Toy Travelers International,"2, 230 Spring St NW #738, Atlanta", Atlanta,GA,30303,(800) 649-3879,http://www.toytravelers.com/,"[""store"",""point_of_interest"",""establishment""]",,33.7605383,-84.389647,,#N/A,toytravelers.com,
Crayola Store,"200 E 25th St, Kansas City", Kansas City,MO,64108,(816) 274-7500,http://www.crayola.com/,store,,,,,#N/A,crayola.com,
Toy de Jour,"2064 N Western Ave, Chicago", Chicago,IL,60647,(773) 217-9089,http://www.toydejour.com/,store,,,,,#N/A,toydejour.com,
Canton Games,"2101 Essex St, Baltimore", Baltimore,MD,21231,(410) 276-2640,http://www.cantongames.com/,book_store,,,,,#N/A,cantongames.com,
Giggle,"2110 Chestnut St, San Francisco", San Francisco,CA,94123,(415) 440-9034,http://www.giggle.com/,clothing_store,,,,,#N/A,giggle.com,
Downtown Intimates,"220 1st Ave SW, Rochester", Rochester,MN,55902,(507) 252-1997,http://www.shopsexworld.com/,"[""store"",""point_of_interest"",""establishment""]",,44.020933,-92.4640719,,#N/A,shopsexworld.com,
Seductions,"2528 Juan Tabo Blvd NE, Albuquerque", Albuquerque,NM,87112,(505) 293-3654,http://www.seductionsonline.com/,clothing_store,,,,,#N/A,seductionsonline.com,
Hearthside Books & Toys,"254 Front St, Juneau", Juneau,AK,99801,(907) 586-1726,http://www.hearthsidebooks.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,58.3006974,-134.405938,,#N/A,hearthsidebooks.com,
Kid's Club,"2630 NE University Village St, Seattle", Seattle,WA,98105,(206) 524-2553,http://www.shopkidsclub.com/,clothing_store,,,,,#N/A,shopkidsclub.com,
B4,"2707 Main St, Dallas", Dallas,TX,75226,(214) 923-4983,http://b4dallas.com/,store,,,,,#N/A,b4dallas.com,
"AP Collectibles, Inc.","2908 Maywood Rd, Indianapolis", Indianapolis,IN,46241,(317) 837-9875,http://www.apcollectibles.com/,store,,,,,#N/A,apcollectibles.com,
Karnation Intimate Apparel,"3094 S 25th E, Idaho Falls", Idaho Falls,ID,83406,(208) 525-8491,http://www.karnationlingerie.com/contact/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.4697962,-111.9851391,,#N/A,karnationlingerie.comcontact,
Blast From the Past,"3117 W Magnolia Blvd, Burbank", Burbank,CA,91505,(818) 557-7724,http://www.blastfromthepast.tv/,"[""store"",""point_of_interest"",""establishment""]",,34.1698835,-118.3418601,,#N/A,blastfromthepast.tv,
Blast From The Past,"315 Main St, Falmouth", Falmouth,MA,2540,(508) 548-1918,http://www.blastfromthepastma.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,41.5519757,-70.6136053,,#N/A,blastfromthepastma.com,
Passional Toys,"317 South St, Philadelphia", Philadelphia,PA,19147,(215) 923-1398,http://www.passionalboutique.com/,store,,,,,#N/A,passionalboutique.com,
Walmart,"3-3300 Kuhio Hwy, Lihue", Lihue,HI,96766,(808) 246-1599,http://www.walmart.com/store/2308,"[""department_store"",""grocery_or_supermarket"",""food"",""store"",""point_of_interest"",""establishment""]",,21.9824145,-159.3654623,,#N/A,walmart.comstore2308,
The Educational Outback,"3550 Geraghty Ave #104, Fairbanks", Fairbanks,AK,99709,(907) 374-6818,http://educationaloutback.yolasite.com/,"[""store"",""point_of_interest"",""establishment""]",,64.8378452,-147.8072948,,#N/A,educationaloutback.yolasite.com,
Walmart,"3570 Sw Archer Rd Relocation, Gainesville", Gainesville,FL,32608,(352) 371-3171,http://www.walmart.com/store/1081,"[""department_store"",""grocery_or_supermarket"",""food"",""store"",""point_of_interest"",""establishment""]",,29.625906,-82.377391,,#N/A,walmart.comstore1081,
Kmart Pharmacy,"3819 N Susquehanna Trail, Shamokin Dam", Shamokin Dam,PA,17876,(570) 743-2022,http://www.kmart.com/,"[""pharmacy"",""health"",""store"",""point_of_interest"",""establishment""]",,40.8567765,-76.8135996,,#N/A,kmart.com,
A Touch of Romance,"40125 10th St W, Palmdale", Palmdale,CA,93551,(661) 441-7007,http://loverspackage.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,34.6116338,-118.1486842,,#N/A,loverspackage.com,
Brookstone,"4325 Glenwood Ave #2118, Raleigh", Raleigh,NC,27612,(919) 782-1788,http://stores.brookstone.com/nc/raleigh/36Gifts/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,,,,,,#N/A,stores.brookstone.comncraleigh36Gifts?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,
Pure Romance by Leslie,"445 Main St, Eau Claire", Eau Claire,WI,54701,(701) 721-1632,http://www.pureromancebyleslie.com/,"[""store"",""point_of_interest"",""establishment""]",,44.8107693,-91.4971136,,#N/A,pureromancebyleslie.com,
West Side Kids,"498 Amsterdam Ave, New York", New York,NY,10024,(212) 496-7282,http://www.westsidekidsnyc.com/,store,,,,,#N/A,westsidekidsnyc.com,
Cash-In Culture,"5274 Lincoln Hwy, Greensburg", Greensburg,PA,15601,(724) 836-2274,http://www.cashinculture.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.298348,-79.509483,,#N/A,cashinculture.com,
Swain's,"537 N Glendale Ave, Glendale", Glendale,CA,91206,(818) 243-3129,http://www.swainsart.com/,,,,,,#N/A,swainsart.com,
Condom Sense Greenville,"5409 Greenville Ave, Dallas", Dallas,TX,75206,(214) 706-6995,http://www.condomsense.com/,clothing_store,,,,,#N/A,condomsense.com,
Central Florida Hobbies,"5600 W Colonial Dr #103, Orlando", Orlando,FL,32808,(407) 295-9256,http://www.orlandohobbyshop.com/,,,,,,#N/A,orlandohobbyshop.com,
Tadpole,"58 Clarendon St, Boston", Boston,MA,2116,(617) 778-1788,http://www.shoptadpole.com/,clothing_store,,,,,#N/A,shoptadpole.com,
"Amazing Spiral Books, Comics and Toys","5851 York Rd, Baltimore", Baltimore,MD,21212,(410) 889-6005,http://www.amazingspiral.com/,book_store,,,,,#N/A,amazingspiral.com,
Lover Luxuries,"6065 Maple St, Omaha", Omaha,NE,68104,(402) 932-3377,http://www.loverlux.com/,,,,,,#N/A,loverlux.com,
Paladins Game Castle,"6225 District Blvd #301, Bakersfield", Bakersfield,CA,93313,(661) 832-1982,http://www.pgcgames.com/,,,,,,#N/A,pgcgames.com,
Legends Comics and Games,"639 E Shaw Ave #173, Fresno", Fresno,CA,93710,(559) 230-1964,http://www.facebook.com/legendscomicsandgamesfresno/,book_store,,,,,#N/A,facebook.comlegendscomicsandgamesfresno,
Brookstone,"753 Brookwood Village, Birmingham", Birmingham,AL,35209,(205) 871-1383,http://stores.brookstone.com/al/birmingham/39Gifts/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,,,,,,#N/A,stores.brookstone.comalbirmingham39Gifts?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,
Paxton Gate's Curiosities for Kids,"766 Valencia St, San Francisco", San Francisco,CA,94110,(415) 252-9990,http://www.paxtongate.com/,clothing_store,,,,,#N/A,paxtongate.com,
Totally Kids fun furniture & toys,"7876 Portland Ave S, Bloomington", Bloomington,MN,55420,(952) 881-2425,http://www.thebeanbagstore.com/,,,,,,#N/A,thebeanbagstore.com,
Dragon's Lair Comics & Fantasy San Antonio,"7959 Fredericksburg Rd, San Antonio", San Antonio,TX,78229,(210) 615-1229,http://www.dlair.net/,book_store,,,,,#N/A,dlair.net,
Hearthside Books & Toys,"8745 Glacier Hwy # 245, Juneau", Juneau,AK,99801,(907) 789-2750,http://www.hearthsidebooks.com/,"[""store"",""point_of_interest"",""establishment""]",,58.3623614,-134.5776107,,#N/A,hearthsidebooks.com,
Math 'n' Stuff,"8926 Roosevelt Way NE, Seattle", Seattle,WA,98115,(206) 522-8891,http://www.mathnificent.com/,book_store,,,,,#N/A,mathnificent.com,
Pure Romance by leslie,"Warren, MI", MI,rr,"n, MI",(586) 945-8223,http://www.pureromance.com/lesliehoop,clothing_store,,,,,#N/A,pureromance.comlesliehoop,
Mary Arnold Toys,"1178 Lexington Ave, New York", New York,NY,10028,(212) 744-8510,http://www.maryarnoldtoys.com/,store,,,,,#N/A,maryarnoldtoys.com,
Acorn,"323 Atlantic Ave, Brooklyn", Brooklyn,NY,11201,(718) 522-3760,http://www.acorntoyshop.com/,store,,,,,#N/A,acorntoyshop.com,
Henry Bear's Park,"17 White St, Cambridge", Cambridge,MA,2140,(617) 547-8424,http://www.henrybear.com/,"[""store"",""point_of_interest"",""establishment""]",,42.3894564,-71.1191208,,#N/A,henrybear.com,
Henry Bear's Park,"19 Harvard St, Brookline", Brookline,MA,2445,(617) 264-2422,http://henrybear.com/,"[""store"",""point_of_interest"",""establishment""]",,42.3339761,-71.1187113,,#N/A,henrybear.com,
Over the Rainbow Toys,"11 N Main St, East Hampton", East Hampton,CT,6424,(860) 267-6026,http://otrtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,41.5832059,-72.5070723,,#N/A,otrtoys.com,
Over the Rainbow Toys,"2249 New London Turnpike, South Glastonbury", South Glastonbury,CT,6073,(860) 633-9558,http://www.otrtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,41.6792217,-72.5461899,,#N/A,otrtoys.com,
"Hammond Toys, Hobbies and Dolls","10450 State St, Sandy", Sandy,UT,84070,(801) 561-3821,http://www.hammondtoy.com/,"[""store"",""point_of_interest"",""establishment""]",,40.5612748,-111.894298,,#N/A,hammondtoy.com,
Dinosaur Hill,"306 E 9th St, New York", New York,NY,10003,(212) 473-5850,http://dinosaurhill.com/,store,,,,,#N/A,dinosaurhill.com,
The Toy Maven,"1275 E Southlake Blvd #437, Southlake", Southlake,TX,76092,(817) 421-4200,http://www.thetoymaven.com/,"[""store"",""point_of_interest"",""establishment""]",,32.9390358,-97.1319097,,#N/A,thetoymaven.com,
Grandrabbit's Toy Shoppe,"14644 Orchard Pkwy #1000, Westminster", Westminster,CO,80023,(303) 815-1500,http://www.grtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,39.9619628,-104.992979,,#N/A,grtoys.com,
Grandrabbit's Toy Shoppe,"2525 Arapahoe Ave, Boulder", Boulder,CO,80302,(303) 443-0780,http://www.grtoys.com,"[""store"",""point_of_interest"",""establishment""]",,40.0150387,-105.2600693,,#N/A,grtoys.com,
Toys Ahoy,"1649 Westcliff Dr, Newport Beach", Newport Beach,CA,92660,(949) 877-6656,http://www.shoptoysahoy.com,"[""store"",""point_of_interest"",""establishment""]",,33.6260874,-117.9059761,,#N/A,shoptoysahoy.com,
Toys Ahoy,"2075 Periwinkle Way # 28, Sanibel", Sanibel,FL,33957,(239) 472-4800,http://periwinkleplace.com/toys-ahoy/,"[""store"",""point_of_interest"",""establishment""]",,26.4374795,-82.0686802,,#N/A,periwinkleplace.comtoys-ahoy,
Toys Ahoy,"43 Main St, Essex", Essex,CT,6426,(860) 767-2067,http://www.toysahoyessex.com/,"[""store"",""point_of_interest"",""establishment""]",,41.351586,-72.386911,,#N/A,toysahoyessex.com,
Snapdoodle Toys,"15752 Redmond Way, Redmond", Redmond,WA,98052,(425) 869-9713,http://www.snapdoodletoys.com/,store,,,,,#N/A,snapdoodletoys.com,
Piccolo Mondo Toys,"12345 SW Horizon Blvd, Beaverton", Beaverton,OR,97007,(503) 579-8100,http://www.piccolomondotoys.com/,"[""store"",""point_of_interest"",""establishment""]",,45.4305791,-122.8316992,,#N/A,piccolomondotoys.com,
Big Fun,"1814 Coventry Rd, Cleveland Heights", Cleveland Heights,OH,44118,(216) 371-4386,http://www.bigfuntoystore.com/,,,,,,#N/A,bigfuntoystore.com,
Big Fun,"602 Washington St, Hoboken", Hoboken,NJ,7030,(201) 714-9575,http://bigfuntoys.com/,,,,,,#N/A,bigfuntoys.com,
Village Toy Shop,"2100 Patriot Blvd, Glenview", Glenview,IL,60026,(847) 832-6908,http://www.villagetoyshopil.com/,"[""store"",""point_of_interest"",""establishment""]",,42.0936673,-87.8259123,,#N/A,villagetoyshopil.com,
