name,address,City,State,zip,phone,url,types,closed,lat,long,count
Nest Children's Boutique,"2525 Arapahoe Ave, Boulder", Boulder,CO,80302,(720) 524-7676,http://www.nestchildrensboutique.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.0153431,-105.2601197,1
Just Between Friends Children's Consignment Sale,"9595 Nelson Rd, Longmont", Longmont,CO,80501,(303) 506-1643,http://www.longmont.jbfsale.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,40.1563572,-105.1269925,1
Loved Again Children's Boutique,"4076 Grass Valley Hwy, Auburn", Auburn,CA,95602,(530) 887-5437,http://www.lovedagain.net/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.9577768,-121.1011595,1
Little Kiddoz Children's Boutique,"1747 Live Oak Blvd, Yuba City", Yuba City,CA,95991,(530) 673-1598,http://www.facebook.com/littlekiddoz,"[""shoe_store"",""book_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.1527626,-121.6196496,1
DownEast Home & Clothing,"2385 E 17th St, Idaho Falls", Idaho Falls,ID,83404,(208) 528-0738,http://www.downeasthome.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,43.4831961,-111.9871478,1
My Thrifty Thrift Store,"920 Lincoln Rd, Idaho Falls", Idaho Falls,ID,83401,(208) 681-4802,http://mythriftythriftstore.com/my-thrifty-thrift-store,"[""book_store"",""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,43.5108431,-112.0123576,1
Kerrific Children's & Maternity Boutique,"1770 N Woodruff Ave, Idaho Falls", Idaho Falls,ID,83401,(208) 569-3823,http://www.kerrific.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.5120955,-112.0008116,1
FashionSisters3,"1670 N Woodruff Ave, Idaho Falls", Idaho Falls,ID,83401,(208) 521-2870,http://www.fashionsisters3.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.510229,-112.000234,1
Olive Ave,"3104 S Hitt Rd, Idaho Falls", Idaho Falls,ID,83404,(208) 523-1201,http://oliveave.com/,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.4694696,-111.9850957,1
Heather's Baby Exchange,"330 W Collins Dr, Casper", Casper,WY,82601,(307) 235-5884,https://www.facebook.com/Heathers-Baby-Exchange-132074130170968/?ref=hl,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.8441817,-106.3307113,1
Punkin's Baby Boutique,"122 E 2nd St, Casper", Casper,WY,82601,(307) 333-1261,http://punkinsbabyboutique.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.8488223,-106.3244989,1
Chirp Baby and Kids,"1945 Scottsville Rd #1, Bowling Green", Bowling Green,KY,42104,(270) 781-2008,http://chirpbaby.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.96154,-86.431137,1
Children's Shoppe,"109 N Trenton St, Ruston", Ruston,LA,71270,(318) 251-9599,http://thechildrensshoppe.blogspot.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.5292406,-92.6394609,1
Cutie Patootie Children's Boutique,"222 Bell Ln, West Monroe", West Monroe,LA,71291,(318) 537-9364,https://cutiepatootieshop.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.5141085,-92.1612615,1
"Munchkin Market, LLC","4300 Loop Rd, Monroe", Monroe,LA,71201,(318) 324-1139,http://www.monroemunchkinmarket.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.535131,-92.081475,1
Purple Monkey Boutique,"305 Linderman Ave, West Monroe", West Monroe,LA,71291,(318) 680-9014,http://www.purplemonkeyboutique.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.495465,-92.122778,1
Pickles & Ice Cream,"10301 N Rodney Parham Rd, Little Rock", Little Rock,AR,72227,(501) 225-7199,http://picklesandicecreamlr.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,34.7664204,-92.3887792,1
Jennifer's Childrens Shoppe,"160 E Griffith Rd, Pocatello", Pocatello,ID,83201,(208) 406-8750,https://m.facebook.com/Jennifers-Childrens-Shoppe-1426310837605600/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,42.9007241,-112.4508035,1
Brooks Brothers Factory Outlet,"11201 Bass Pro Dr, Little Rock", Little Rock,AR,72210,(501) 407-0638,http://www.brooksbrothers.com/?utm_source=LocalSearch&utm_medium=Local&utm_campaign=15miles,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,34.6615844,-92.4085798,1
Rainy Dayz of Oregon,"1630 NW Maple Ave, Corvallis", Corvallis,OR,97330,(541) 752-3261,http://www.rainydayzoforegon.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.588734,-123.271632,1
The Toy Factory,"442 SW 2nd St, Corvallis", Corvallis,OR,97330,(541) 758-5415,http://www.thetoyfactory.us/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,44.5604637,-123.2620436,1
Just 4 Kids Consignment & Boutique,"3511 Noyes Ave, Charleston", Charleston,WV,25304,(304) 400-4505,http://www.facebook.com/Just4KidsKC,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.3289734,-81.5972923,1
Just for my baby,"B6 Calle Laurel, BayamÃ³n, 00956", 00956,"n,",00956,(787) 466-6291,http://www.facebook.com/just4mybaby,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.373602,-66.170871,1
Fringe Kids,"116 S 8th St, Opelika", Opelika,AL,36801,(334) 745-4497,http://www.fringeofopelika.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.6478914,-85.3785373,1
Little-Minnows Inc,"1200 W Retta Esplanade D5, Punta Gorda", Punta Gorda,FL,33950,(941) 505-5437,http://www.little-minnows.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,26.928884,-82.0647828,1
Children's Closet,"2826 Tamiami Trail, Port Charlotte", Port Charlotte,FL,33952,(941) 743-0014,http://www.thechildrensclosetonline.com/,"[""store"",""point_of_interest"",""establishment""]",,26.9897834,-82.1086085,1
Beneath the Sea,"#F-10, 1200 W Retta Esplanade, Punta Gorda", Punta Gorda,FL,33950,(941) 639-1993,http://www.beneaththesea.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,26.928552,-82.064324,1
Kids Gear,"1422 Washington St, Manitowoc", Manitowoc,WI,54220,(920) 682-4836,http://www.kidsgearwi.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.0889074,-87.6664877,1
With Child Maternity and Baby Boutique,"795 Woodlake Rd, Kohler", Kohler,WI,53044,(920) 287-7611,http://www.withchildmaternity.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.7440936,-87.7819644,1
Stylez,"927 S Spring St, Port Washington", Port Washington,WI,53074,(262) 689-5939,http://stylezforkidz.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.3781003,-87.8926716,1
"Wisconsin Baby Boutique, LLC","258 W Church St, Saukville", Saukville,WI,53080,(262) 339-1623,http://www.wisconsinbabyboutique.weebly.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.380854,-87.945053,1
Auntie Annie's Fluff n Stuff,"W1790 Co Rd HHH, Malone", Malone,WI,53049,(920) 418-1769,http://www.auntieanniesstuff.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.933714,-88.245037,1
Tiny Tikes Corner,"310 Buffalo St, Sheboygan Falls", Sheboygan Falls,WI,53085,(920) 234-2288,http://www.tinytikescorner.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.7300144,-87.8133377,1
Olivia & Co Kids,"22 SE Magnolia Exd, Ocala", Ocala,FL,34471,(352) 622-4576,http://www.oliviacokids.com/location.html,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,29.186562,-82.137209,1
Young Vogue,"228 E Silver Springs Blvd, Ocala", Ocala,FL,34470,(352) 239-6227,http://www.youngvoguekids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,29.1869654,-82.1348802,1
The Monkey Cage... A kids Consignment Boutique,"2701 SW College Rd, Ocala", Ocala,FL,34474,(352) 433-2833,http://monkeycagekids.com/,"[""store"",""point_of_interest"",""establishment""]",,29.1662553,-82.1715025,1
Tj's Closet,"520 N 8th St, Sheboygan", Sheboygan,WI,53081,(920) 457-5131,http://tjs-closet.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,43.750413,-87.71333,1
Groupeikids,"27600 Chagrin Blvd, Woodmere", Woodmere,OH,44122,(216) 543-7062,http://www.groupiekids.com/,"[""insurance_agency"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.4619309,-81.4834954,1
Second Hand Rose Kids Consignment,"925 Winchester Ave, Ashland", Ashland,KY,41102,(866) 210-1768,http://www.mysecondhandrose.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,38.482519,-82.646667,1
Reagan & Ryder's Children's Boutique,"2036 29th St, Ashland", Ashland,KY,41101,(606) 369-4068,https://www.reaganandryders.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.4603266,-82.6414436,1
Christopher & Banks,"500 Mall Rd, Barboursville", Barboursville,WV,25504,(304) 733-2901,http://www.christopherandbanks.com/,"[""department_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.42337,-82.2656794,1
Adley Anne's,"224 N 4th St, Grand Forks", Grand Forks,ND,58203,(701) 757-2229,http://www.adleyannes.com/,"[""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,47.9265987,-97.0344835,1
Hibiscus Beach Kids,"11701 Lake Victoria Gardens Ave #3107, Palm Beach Gardens", Palm Beach Gardens,FL,33410,(561) 408-3174,http://www.hibiscusbeachkids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,26.8488032,-80.0938415,1
True Religion Apparel,"73515 El Paseo, Palm Desert", Palm Desert,CA,92260,(760) 779-0474,http://www.truereligion.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.7194493,-116.3820335,1
Mason's Closet,"925 S Rangeline Rd, Joplin", Joplin,MO,64801,(417) 434-3737,https://www.facebook.com/masonsclosetjoplin/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.0809602,-94.47711,1
Upstairs Boutique,"502 S Main St, Joplin", Joplin,MO,64801,(417) 781-6581,http://upstairsboutique.com/,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.0865841,-94.5135303,1
Playpen Children's Consignment,"140 E Front St, Hattiesburg", Hattiesburg,MS,39401,(601) 447-0325,http://www.playpenhattiesburg.com/,"[""book_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,31.3271302,-89.28913,1
Giggles,"6555 US-98 # 17, Hattiesburg", Hattiesburg,MS,39402,(601) 264-2289,http://www.giggleshattiesburgms.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,31.317751,-89.419162,1
The Red Hen,"201 S Estes Dr, Chapel Hill", Chapel Hill,NC,27514,(919) 942-4420,http://www.theredhen.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.9278461,-79.0273243,1
Jack in the Box,"122 Hale Dr, Wabash", Wabash,IN,46992,(260) 563-5609,https://www.facebook.com/jackinthebox.wabash/timeline,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.781488,-85.822073,1
littlePOSH,"3140 Plainfield Ave NE, Grand Rapids", Grand Rapids,MI,49525,(616) 363-7929,http://www.littleposhgr.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.0193277,-85.6349834,1
Sweet Poison Boutique,"Hanford, CA", CA,fo,"d, CA",(760) 987-7383,http://sweetpoisonboutique.etsy.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,0,0,1
Puddle Jumpers Children's Resale,"12840 S Cleveland Ave, Fort Myers", Fort Myers,FL,33907,(239) 313-5810,http://www.puddlejumpersresale.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,26.555179,-81.872344,1
Free Spirit Children's Store,"1 Lemoyne Square, Lemoyne", Lemoyne,PA,17043,(717) 612-9300,http://www.shopfreespirit.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.2505632,-76.9137473,1
Baby Bug & Me,"900 Market St # 1, Lemoyne", Lemoyne,PA,17043,(717) 763-1780,http://www.babybugandme.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.2426925,-76.9034661,1
Tomorrow's Child Inc,"6 Skyport Rd, Mechanicsburg", Mechanicsburg,PA,17050,(717) 790-9020,http://www.tomorrowschildresale.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.2441418,-76.9918917,1
Snazzy Giraffe,"104 Walden Way, Mechanicsburg", Mechanicsburg,PA,17050,(717) 590-5147,http://www.snazzygiraffe.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.236273,-77.020351,1
Once Upon A Child Gahanna,"1385 Stoneridge Dr, Gahanna", Gahanna,OH,43230,(614) 337-0200,http://www.onceuponachildcolumbus.com,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.0548373,-82.8672829,1
Belles & Beaux Children's,"1249 N Hamilton Rd, Gahanna", Gahanna,OH,43230,(614) 473-2000,http://www.bellesbeaux.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.0514067,-82.8645871,1
Autumns Attic,"2015 Linglestown Rd, Harrisburg", Harrisburg,PA,17110,(717) 525-7163,http://www.autumnsattic.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.3283299,-76.8676342,1
Sweet Pea Children's Boutique,"259 Venture Dr, Smithfield", Smithfield,NC,27577,(919) 989-5874,http://www.smithfieldchildrensboutique.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.511309,-78.318369,1
Sugar Babies Children's Boutique,"411 N Spence Ave, Goldsboro", Goldsboro,NC,27534,(919) 330-6620,http://www.sugarbabiesboutique.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.3755432,-77.9493588,1
Kairos,"533 Main St, Grand Junction", Grand Junction,CO,81501,(970) 241-0460,http://kairoschildrensboutique.blogspot.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.0671355,-108.5634957,1
Fashion Junkie,"710 N 1st St, Grand Junction", Grand Junction,CO,81501,(970) 245-5936,http://fashionjunkiegj.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.073895,-108.5706357,1
Colorado Baby,"560 Main St, Grand Junction", Grand Junction,CO,81501,(970) 242-0132,http://www.coloradobabyonline.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.0674999,-108.5629269,1
Avon By JudyKay e-store open 24/7 register www.youravon.com/judykay,"3296 D 1/2 Rd, Clifton", Clifton,CO,81520,(970) 361-6031,http://www.youravon.com/judykay,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,39.070292,-108.441709,1
Your Stuff & Kids' Stuff,"1083 Piney Forest Rd, Danville", Danville,VA,24540,(434) 836-1450,http://www.yourstuffkidsstuff.com/,"[""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,36.623642,-79.404123,1
Pumpkin Patch Children's Store,"4211 S Lamar Blvd, Austin", Austin,TX,78704,(512) 804-2008,http://www.pumpkinpatchresale.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,30.23501,-97.793435,1
Simply Baby & More,"2259 S 9th St, Salina", Salina,KS,67401,(785) 404-6410,http://www.simplybabyandmore.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.8014742,-97.609364,1
Buns In the Oven,"413 S 8th St, Boise", Boise,ID,83702,(208) 342-5683,http://labortolove.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.613,-116.2062879,1
Jakes Dry Dock II,"350 N Milwaukee St, Boise", Boise,ID,83704,(208) 375-7852,http://www.jakesnorthwest.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.6092055,-116.2772212,1
Once Upon A Child Vestal,"1708 Vestal Pkwy E, Vestal", Vestal,NY,13850,(607) 754-5437,http://www.onceuponachildvestal.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.0923635,-76.0260598,1
Belk Kids,"1700 Norman Dr #1134, Valdosta", Valdosta,GA,31601,,http://www.belk.com/products/kids-clothes.jsp,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.8427366,-83.3205089,1
Little Options Kids,"3338-G Country Club Road, Valdosta", Valdosta,GA,31605,(229) 244-4807,http://littleoptionskids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.8804,-83.2957,1
Baby Bloom 4D Ultrasound Studio,"1803 Canterbury Dr, Valdosta", Valdosta,GA,31602,(229) 415-4707,http://babybloom3d4d.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.8474,-83.3045,1
Neo Chic by Ali Boutique,"A, 3117 N Oak Street Extension, Valdosta", Valdosta,GA,31602,(229) 244-0420,http://neochicbyali.com/,"[""shoe_store"",""jewelry_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.8786,-83.2913,1
Toads & Teacups Children's Shop,"1601 Baytree Rd, Valdosta", Valdosta,GA,31602,(229) 244-7220,http://www.toadsandteacupschildrensshop.com/,"[""store"",""point_of_interest"",""establishment""]",,30.8460086,-83.3213938,1
Closet Savvy,"2530 St Patrick Ave, Grand Island", Grand Island,NE,68803,(308) 384-7550,http://www.closetsavvy.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.9469654,-98.38274,1
Sprites N Sprouts LLC,"116 E 3rd St, Grand Island", Grand Island,NE,68801,(308) 675-1610,http://www.spritesnsprouts.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.9261861,-98.3394579,1
Kohl's Grand Island,"221 Wilmar Ave, Grand Island", Grand Island,NE,68803,(308) 385-0166,http://www.kohls.com/stores/ne/grandisland-185.shtml?utm_source=google&utm_medium=organic&utm_campaign=local,"[""department_store"",""store"",""point_of_interest"",""establishment""]",,40.91978,-98.3812,1
Expectations Maternity,"4724 Jackson St, Alexandria", Alexandria,LA,71303,(318) 473-0606,http://www.ripematernity.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,31.275963,-92.4822976,1
Too Cute Kids,"1634 Military Hwy, Pineville", Pineville,LA,71360,(318) 625-7037,http://www.toocutekids.com/,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,31.3341552,-92.4272871,1
Stork Landing,"99 W Center St, Logan", Logan,UT,84321,(435) 792-4453,http://www.shopstorklanding.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,41.731622,-111.8373251,1
Lil Kidz Closet,"Layton Hills Mall, North Hill Field Road, Layton", Layton,UT,84041,(801) 544-3553,http://www.lilkidzcloset.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.7554195,-111.831449,1
Sugar Blossom Boutique,"776 Canyon Rd, Hyde Park", Hyde Park,UT,84318,(435) 563-4070,http://sugarblossomboutique.etsy.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.802785,-111.799638,1
Roolee Boutique,"1451 N 200 E Suite 180, Logan", Logan,UT,84341,(435) 755-9976,http://www.roolee.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.758233,-111.82947,1
The Smooth Shop,"695 W 1700 S, Logan", Logan,UT,84321,(435) 535-3172,http://thesmoothshop.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.6992558,-111.8484216,1
Charlie Barnes Kids,"3006 Judson St #102, Gig Harbor", Gig Harbor,WA,98335,(253) 509-0449,http://www.charliebarneskids.com,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,47.3274731,-122.5795888,1
Poppet Olympia,"1007 Capitol Way S, Olympia", Olympia,WA,98501,(360) 705-0592,http://poppetolympia.wix.com/home,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,47.039537,-122.9012567,1
Baby Beau & Belle,"4706 97th St NW #200, Gig Harbor", Gig Harbor,WA,98332,(253) 851-6947,http://www.babybeauandbelle.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,47.3467417,-122.6011716,1
Simple Cloth,"Fairview St SE, ONLINE BUSINESS - CONTACT FOR CONSULTATIONS, Olympia", Olympia,WA,98501,(360) 259-8917,http://www.simplecloth.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,47.045781,-122.87606,1
Smallfry,"4107 NE Tillamook St, Portland", Portland,OR,97212,(503) 284-1276,http://www.smallfrypdx.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,45.5378984,-122.6205339,1
Whoo's Baby,"222 W 2nd St, Roswell", Roswell,NM,88201,(575) 622-9466,http://www.facebook.com/whoosbaby,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.3940076,-104.5257017,1
Thats My Baby,Morro Bay,Err:502,CA,93442,(805) 772-5402,http://www.thatsmybabysstore.com/,"[""store"",""point_of_interest"",""establishment""]",,35.3658075,-120.8499013,1
crib.,"26 B Waianuenue Avenue, Hilo", Hilo,HI,96720,(808) 339-7515,http://www.cribhawaii.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,19.726685,-155.087409,1
Big Island Baby Rentals,"26 B Waianuenue Avenue, Hilo", Hilo,HI,96720,(808) 319-9304,http://www.bigislandbabyrentals.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,19.726685,-155.087409,1
Rainbow Jo,"291 Keawe St, Hilo", Hilo,HI,96720,(808) 283-5473,http://www.rainbowjo.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,19.7234368,-155.0862871,1
Cowboy Couture,"716 N Main St, Stillwater", Stillwater,OK,74075,(405) 372-7189,http://www.cowboycouturestore.com/,"[""jewelry_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.1297617,-97.0596377,1
Butterfly Treasures,"905 N Sadler Rd, Perkins", Perkins,OK,74059,(405) 547-1109,http://www.btdancewear.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.98296,-97.016596,1
The Animal Kingdom,"103 S Allen St, State College", State College,PA,16801,(814) 237-2402,http://www.theanimalkingdom.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.7943992,-77.8613121,1
The Bee's Knees,"725 Warren St, Hudson", Hudson,NY,12534,(518) 697-0888,http://www.thebeeskneeshudson.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.2466609,-73.7826584,1
Willowbrook Home,"69 Church St # 1, Lenox", Lenox,MA,01240,(413) 637-0340,http://www.willowbrooklenox.com/,"[""jewelry_store"",""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,42.3588244,-73.2829453,1
The Gifted Child,"72 Church St, Lenox", Lenox,MA,01240,(413) 637-1191,http://www.thegiftedchild.net/,"[""store"",""point_of_interest"",""establishment""]",,42.358676,-73.2823501,1
Whimsies,"2142 Barracks Rd, Charlottesville", Charlottesville,VA,22903,(434) 977-8767,http://www.whimsieskids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.0546477,-78.4999184,1
Petit Bebe,"2248 Ivy Rd, Charlottesville", Charlottesville,VA,22903,(434) 244-9500,http://www.petitbebe.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,38.0452272,-78.5182027,1
Sprouty Pea Children's Clothing,"234 E Market St, Kingsport", Kingsport,TN,37660,(423) 390-1069,http://www.sproutypea.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.5453885,-82.5590054,1
Mini Bambini,"221 N Peters Ave, Fond du Lac", Fond du Lac,WI,54935,(920) 266-8279,https://www.facebook.com/mini.bambini,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.7845554,-88.4724229,1
Plaid Giraffe Children's Boutique,"160 Ashman Cir, Midland", Midland,MI,48640,(989) 835-3811,http://www.theplaidgiraffemi.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.626496,-84.227856,1
Annie & Oliver's,"115 W Wackerly St, Midland, MI", MI,la,"d, MI",(989) 486-9441,http://www.annieandolivers.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.6543727,-84.22803,1
Belle G,"3700 highway 39 N Suite D, Meridian", Meridian,MS,39301,(601) 482-3553,http://www.belleg.net/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.393989,-88.68024,1
Good Cents Children,"220 W State St, Geneva", Geneva,IL,60134,(630) 208-1115,http://www.goodcentschildren.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.8876866,-88.3074721,1
TRENDS on Main,"501 S Main St, Findlay", Findlay,OH,45840,(419) 420-1582,http://trendsonmain.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.036932,-83.6500638,1
Rileigh's Closet,"118 S Front St, Fremont", Fremont,OH,43420,(419) 332-4601,http://www.shoprileighscloset.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,41.3458786,-83.1138277,1
Once Upon A Child - Lima,"3035 Elida Rd, Lima", Lima,OH,45805,(419) 707-5013,http://www.onceuponachildlima.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.76715,-84.159505,1
Adorable Again: Children's Consignment Boutique,"1151 Shawnee Rd, Lima", Lima,OH,45805,(419) 516-6823,http://www.facebook.com/AdorableAgainLima,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,40.723681,-84.150908,1
The Little House,"2808 W 53rd St, Fairway", Fairway,KS,66205,(913) 236-9861,http://www.littlehousekids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.0335912,-94.6182201,1
So Forth & What Not by Tatianna,"212 N Cortez St, Prescott", Prescott,AZ,86301,(928) 771-1711,http://soforthandwhatnot.com/home/,"[""shoe_store"",""jewelry_store"",""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,34.5443938,-112.4689704,1
God inspired fashion,"147 Main Ave E, Twin Falls", Twin Falls,ID,83301,(208) 320-5251,http://www.godinspiredfashion.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.555308,-114.4690572,1
Hope Ave,"1485 Pole Line Rd E, Twin Falls", Twin Falls,ID,83301,(208) 733-2396,http://hopeaveboutique.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.5937076,-114.4556158,1
Socoogle,"712 Main Ave E, Twin Falls", Twin Falls,ID,83301,(208) 352-2986,http://www.socoogle.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,42.5500696,-114.4627888,1
Beth Mone Children's Shoppe,"1301 3rd St S, Naples", Naples,FL,34102,(239) 261-3447,http://www.bethmone.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,26.1307851,-81.8016337,1
