name,address,City,State,zip,phone,url,types,closed,lat,long,phase_1_attempt
Wonderful World-Trains & Hobby,"3061 Washington Blvd, Ogden", Ogden,UT,84401,(801) 392-0391,http://utahfindit.standard.net/ogden-UT/shopping/game-and-toy-stores/Wonderful-World-of-Trains-and-Hobby-801-392-0391,"[""store"",""point_of_interest"",""establishment""]",,41.2088428,-111.9711261,
Thinker Toys Of Morgan Hill,"311 Vineyard Town Center, Morgan Hill", Morgan Hill,CA,95037,(408) 779-5260,http://www.shopmorganhill.com/mobile/thinkertoys,"[""store"",""point_of_interest"",""establishment""]",,37.1121548,-121.6429339,
Red Wagon Toy Company,"41 Central St, Woodstock", Woodstock,VT,5091,(802) 457-9300,http://www.redwagontoy.com/,"[""store"",""point_of_interest"",""establishment""]",,43.6252711,-72.5176518,
G. Willikers Toys,"461 Broadway, Saratoga Springs", Saratoga Springs,NY,12866,(518) 587-2143,http://www.gwillikerstoys.com/,"[""store"",""point_of_interest"",""establishment""]",,43.082935,-73.785292,
Stargazer Gifts,"56 Bridge St, Richmond", Richmond,VT,5477,(802) 434-7318,http://www.stargazergiftsandtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,44.4046872,-72.9937066,
Toy Center,"5811 Patterson Ave, Richmond", Richmond,VA,23226,(804) 288-4475,http://www.etoycenter.com/,"[""store"",""point_of_interest"",""establishment""]",,37.5796541,-77.5152099,
Toad Hall Toys,"6 Village Rd, Waterville Valley", Waterville Valley,NH,3215,(603) 236-4544,http://www.shopwatervillevalley.com/,"[""store"",""point_of_interest"",""establishment""]",,43.9504177,-71.5079797,
Viera Comics,"7640 N Wickham Rd #108, Melbourne", Melbourne,FL,32940,(321) 600-4567,http://www.vieracomics.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,28.2314226,-80.6952747,
The TreeHouse Toy Store,"793 Elmwood Ave, Buffalo", Buffalo,NY,14222,(888) 882-1322,http://www.thetreehousetoystore.com/,"[""store"",""point_of_interest"",""establishment""]",,42.9187534,-78.8768791,
Learning Sprout,"809 Pacific Ave, Tacoma", Tacoma,WA,98402,(253) 274-0136,http://www.learningsprout.com/,"[""store"",""point_of_interest"",""establishment""]",,47.256123,-122.4389541,
Let's Pretend Toys,"81 Interstate Shop Center, Ramsey", Ramsey,NJ,7446,(201) 962-9360,http://letspretendtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,41.0674981,-74.1389252,
Raff and Friends,Buffalo,,NY,14221,(716) 632-4202,http://www.raffandfriends.com/,"[""store"",""point_of_interest"",""establishment""]",,42.9721656,-78.6927141,
Union River Book & Toy Co,"100 Main St, Ellsworth", Ellsworth,ME,4605,(207) 664-3000,http://www.unionrivertoys.com/,"[""store"",""point_of_interest"",""establishment""]",,44.5415661,-68.4240395,
Outback Toys,"101 W Lincoln Ave, Lititz", Lititz,PA,17543,(717) 625-2020,http://www.outbacktoystore.com/,"[""store"",""point_of_interest"",""establishment""]",,40.160931,-76.3107078,
Chelsea Kidz Stop,"114 N Main St, Chelsea", Chelsea,MI,48118,(734) 489-5153,http://www.ckidzstop.com/,"[""store"",""point_of_interest"",""establishment""]",,42.3186749,-84.0202803,
The Rocket,"122 W Michigan Ave, Ypsilanti", Ypsilanti,MI,48197,(734) 483-2291,http://www.shoptherocket.com/,"[""food"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.2412977,-83.6140627,
Once Upon A Child Perrysburg,"142 E South Boundary St, Perrysburg", Perrysburg,OH,43551,(419) 874-3606,http://www.onceuponachildtoledo.com/,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.544595,-83.6180361,
Oakridge Hobbies & Toys,"15800 New Ave, Lemont", Lemont,IL,60439,(630) 435-5900,http://www.oakridgehobbiesandtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,41.6728131,-88.005284,
Full Circle,"17 Jefferson St, Newnan", Newnan,GA,30263,(770) 253-7799,http://www.fullcircletoys.com/,"[""store"",""point_of_interest"",""establishment""]",,33.3760273,-84.7990488,
Beach Funatic,"2 Railroad Ave, York", York,ME,3909,(207) 363-0100,http://beachfunatic.com/,"[""store"",""point_of_interest"",""establishment""]",,43.1753305,-70.6103539,
Minikins,"200 Broadway, Farmington", Farmington,ME,4938,(207) 491-5533,http://www.minikins.org/,"[""store"",""point_of_interest"",""establishment""]",,44.6710098,-70.1504789,
ta-da!,"22 Clifton Country Rd #22, Clifton Park", Clifton Park,NY,12065,(518) 348-1881,http://www.tadatoday.com/,"[""store"",""point_of_interest"",""establishment""]",,42.858736,-73.7794544,
Toys On The Square,"22 E Main St, Hummelstown", Hummelstown,PA,17036,(717) 454-2088,http://www.toysonthesquare.com/,"[""store"",""point_of_interest"",""establishment""]",,40.2656811,-76.7070594,
The White Door,"250 Westport Ave, Norwalk", Norwalk,CT,6851,(203) 569-0164,http://thewhitedoortoy.com/contact_us,"[""store"",""point_of_interest"",""establishment""]",,41.1240584,-73.396147,
TRF Trains & MnT Hobbies,"2715 N Harbor City Blvd, Melbourne", Melbourne,FL,32935,(321) 241-4997,http://www.melbourne-hobby-store.com/,"[""store"",""point_of_interest"",""establishment""]",,28.1524265,-80.639824,
Learning Materials Workshop,"274 N Winooski Ave, Burlington", Burlington,VT,5401,(802) 862-8399,http://www.learningmaterialswork.com/,"[""store"",""point_of_interest"",""establishment""]",,44.4873283,-73.2084099,
Perfect Toy,"290 W Main St, Avon", Avon,CT,6001,(860) 678-7015,http://www.perfecttoy.com/,"[""store"",""point_of_interest"",""establishment""]",,41.8139612,-72.8559459,
Franklin Goose,"3024 W Cary St, Richmond", Richmond,VA,23221,(804) 355-3517,http://www.franklingoose.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,37.5530326,-77.4796354,
Capitola Toys & Hobbies,"3555 Clares St FF, Capitola", Capitola,CA,95010,(831) 462-3555,http://www.capitolahobbies.com/,"[""store"",""point_of_interest"",""establishment""]",,36.9777697,-121.9704317,
TooTimid,"4 Bud Way #22, Nashua", Nashua,NH,3063,(888) 660-8970,http://www.tootimid.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.7761662,-71.4993854,
B.A. Toys,"4315 E State St #1a, Rockford", Rockford,IL,61108,(779) 221-9848,http://www.badasstoysforbadassboys.com/,"[""store"",""point_of_interest"",""establishment""]",,42.2641885,-89.0320428,
Uncle Don's Hobbies,"44250 Town Center Way, Palm Desert", Palm Desert,CA,92260,(760) 346-8856,http://www.uncledonshobbies.com/,"[""store"",""point_of_interest"",""establishment""]",,33.7275054,-116.3968363,
TATE'S Comics + Toys + More,"4566 N University Dr, Lauderhill", Lauderhill,FL,33351,(954) 748-0181,http://www.tatescomics.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,26.1824833,-80.2509744,
Fair Day's Play,"7050 Carroll Ave #102, Takoma Park", Takoma Park,MD,20912,(301) 270-4999,http://fairdaysplay.com/,"[""store"",""point_of_interest"",""establishment""]",,38.9752053,-77.0108341,
Treasure Trove - Toy Store,"777 E Merritt Island Causeway #352, Merritt Island", Merritt Island,FL,32952,(321) 454-4228,http://www.treasuretrovetoys.com/,"[""store"",""point_of_interest"",""establishment""]",,28.3544266,-80.6888074,
Hop Scotch Children's Store,"909 Cherry St SE, Grand Rapids", Grand Rapids,MI,49506,(616) 233-4008,http://www.hopscotchstore.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.9597506,-85.64724,
Nolensville Toy Shop,"9895 Old Clovercroft Rd, Nolensville", Nolensville,TN,37135,(615) 819-2949,http://www.nolensvilletoyshop.com/,"[""store"",""point_of_interest"",""establishment""]",,35.9520155,-86.6694674,
4 The Kids Toy Store,"Ogden, UT", UT,gd,"n, UT",(800) 490-2590,http://www.4thekidstoystore.com/,"[""store"",""point_of_interest"",""establishment""]",,0,0,
Whistle Stop Toys,"1005 Water St, Port Townsend", Port Townsend,WA,98368,(360) 385-9616,https://www.facebook.com/Whistle-Stop-Toys-170861239615772/,"[""store"",""point_of_interest"",""establishment""]",,48.1137486,-122.7577685,
The Collection,"110 Mad River Green, Waitsfield", Waitsfield,VT,5673,(800) 887-5681,http://www.vtcollection.com/,"[""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,44.184302,-72.8390712,
Planet Fun,"127 E Broughton St, Savannah", Savannah,GA,31401,(912) 201-0228,http://www.facebook.com/pages/Planet-Fun/192550347462387,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,32.0782327,-81.0901147,
Learning Express Toys at the Hill Country Galleria,"12901 Hill Country Blvd, Bee Cave", Bee Cave,TX,78738,(512) 402-0808,https://learningexpress.com/stores/bee-cave,"[""store"",""point_of_interest"",""establishment""]",,30.3093457,-97.9419921,
Green Door Toys,"133 Frazier Ave, Chattanooga", Chattanooga,TN,37405,(423) 667-0418,http://www.facebook.com/greendoortoys,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,35.062634,-85.306752,
Pittsboro Toys,"15 Hillsboro St, Pittsboro", Pittsboro,NC,27312,(919) 542-4885,http://www.pittsborotoys.com/,"[""store"",""point_of_interest"",""establishment""]",,35.7205489,-79.1777792,
Fantastic Collectibles,"162 W Center St, Manteca", Manteca,CA,95336,(209) 647-4651,http://fantasticcollectibles.biz/,"[""store"",""point_of_interest"",""establishment""]",,37.7987952,-121.2176137,
Adventure Toys and Teachers' Supplies,"173 Main St, Los Altos", Los Altos,CA,94022,(650) 941-6043,http://adventuretoyslosaltos.com/,"[""store"",""point_of_interest"",""establishment""]",,37.3789427,-122.1150091,
Genius Babies Inc,"2015 Van Buren Ave, Indian Trail", Indian Trail,NC,28079,(704) 893-2113,http://www.geniusbabies.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.0932091,-80.6549478,
Playthings Etc.,"2483 William Flynn Hwy, Butler", Butler,PA,16001,(724) 285-7529,http://www.playthings-etc.com/,"[""store"",""point_of_interest"",""establishment""]",,40.967211,-79.968875,
Learning Post,"2761 100th St, Urbandale", Urbandale,IA,50322,(515) 331-8008,http://www.learningpostltd.com/,"[""store"",""point_of_interest"",""establishment""]",,41.620302,-93.755565,
Norwich Bookstore,"291 Main St, Norwich", Norwich,VT,5055,(802) 649-1114,http://www.norwichbookstore.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,43.7134904,-72.3085267,
Funni Business,"30 Audrey Ave, Oyster Bay", Oyster Bay,NY,11771,(516) 922-3900,http://www.funnibusiness.com/,"[""store"",""point_of_interest"",""establishment""]",,40.873139,-73.531153,
Vermont Wooden Toys,"31 Tilden Hill Rd, Norwich", Norwich,VT,5055,(802) 738-5266,http://www.vermontwoodentoys.com/,"[""general_contractor"",""store"",""point_of_interest"",""establishment""]",,43.734425,-72.3180919,
Children's Gift Shop,"310 N Happ Rd, Winnetka", Winnetka,IL,60093,(847) 441-5970,http://www.thechildrensgiftshop.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.099545,-87.7700676,
Newbury Comics,"364 Maine Mall Rd, South Portland", South Portland,ME,4106,(207) 874-6788,http://www.newburycomics.com/,"[""book_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.6332567,-70.3364077,
Village Bears,"4030 Sawyer Ct, Sarasota", Sarasota,FL,34233,(941) 366-2667,http://www.villagebears.com/,"[""store"",""point_of_interest"",""establishment""]",,27.2962307,-82.4873919,
Kmart Store,"4111 N Kent Mall NE, Grand Rapids", Grand Rapids,MI,49525,(616) 364-6136,http://www.kmart.com/stores/michigan/grand-rapids/7205.html,"[""department_store"",""shoe_store"",""electronics_store"",""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,43.0402699,-85.6130809,
Nowhere Toys,"416 Robbins Ave, Niles", Niles,OH,44446,(330) 718-7374,http://nowheretoys.com/,"[""store"",""point_of_interest"",""establishment""]",,41.18298,-80.755167,
Motorcycle Toy Store.com,"4461 SE Federal Hwy, Stuart", Stuart,FL,34997,(772) 287-8394,http://www.motorcycletoystore.com/,"[""car_repair"",""store"",""point_of_interest"",""establishment""]",,27.1505444,-80.2164208,
Teddy Bear Emporium Ltd,"47 E Main St, Lititz", Lititz,PA,17543,(717) 626-8334,http://www.teddybearemp.com/,"[""store"",""point_of_interest"",""establishment""]",,40.1591644,-76.3067307,
"Toys ""R"" Us Outlet","5205 Airways Blvd, Southaven", Southaven,MS,38671,(662) 349-1756,http://www.toysrus.com/,"[""store"",""point_of_interest"",""establishment""]",,34.937202,-89.9921583,
Need More Comics & Toys,"5571 Old Troy Pike, Huber Heights", Huber Heights,OH,45424,(937) 424-7212,http://facebook.com/needmorecomics,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,39.8347729,-84.1406964,
The Gingerbread House,"603 Hannah St, Bloomington", Bloomington,IL,61701,(309) 827-8811,http://www.gingerbreadhousetoys.com/,"[""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,40.4737195,-88.9787828,
Catch a Falling Star,"7 Depot Square, Lexington", Lexington,MA,2420,(781) 674-2432,http://www.catchafallingstartoys.com/,"[""store"",""point_of_interest"",""establishment""]",,42.4482094,-71.2276479,
Learning Express Toys of Wyomissing,"746 Woodland Rd, Wyomissing", Wyomissing,PA,19610,(610) 372-8697,http://www.learningexpress.com/store/wyomissing/,"[""store"",""point_of_interest"",""establishment""]",,40.350207,-75.965221,
Bud's Farm Toys,"75 W Main St, Carrollton", Carrollton,OH,44615,(330) 627-5343,http://www.budsfarmtoys.net/,"[""store"",""point_of_interest"",""establishment""]",,40.5730303,-81.0867263,
School House,"770 Willard Dr, Green Bay", Green Bay,WI,54304,(920) 499-7999,http://www.schoolhousegb.com/,"[""store"",""point_of_interest"",""establishment""]",,44.4862456,-88.0621384,
Nature Calls,"8 Glen Rd #15, West Lebanon", West Lebanon,NH,3784,(603) 298-5522,http://www.powerhousemall.com/,"[""store"",""point_of_interest"",""establishment""]",,43.634149,-72.316518,
Toy Time,"101 Pecan St W, Pflugerville", Pflugerville,TX,78660,(512) 990-8697,http://www.toy-time.com/,"[""store"",""point_of_interest"",""establishment""]",,30.4399442,-97.6212362,
Diane's Doll House,"102 N Lafayette St, South Lyon", South Lyon,MI,48178,(248) 486-0450,http://www.dianesdollsandtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,42.4607421,-83.651163,
Tiny Tim's Toys,"104 S Railroad Ave, Ashland", Ashland,VA,23005,(804) 368-0063,http://www.trainandtoystore.com/,"[""store"",""point_of_interest"",""establishment""]",,37.7584782,-77.4818581,
Once Upon A Child - Des Moines,"10465 Hickman Rd, Urbandale", Urbandale,IA,50322,(515) 222-0774,http://www.onceuponachilddesmoines.com/,"[""department_store"",""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,41.6157834,-93.7626079,
Wild West Toys,"106 W Main St, Azle", Azle,TX,76020,(817) 444-4320,http://www.wildwesttoys.com/,"[""store"",""point_of_interest"",""establishment""]",,32.8911978,-97.5427357,
Kaleidoscope Toys,"110 North IH 35, #375, Round Rock", Round Rock,TX,78681,(512) 388-5048,http://kdstoys.com/,"[""store"",""point_of_interest"",""establishment""]",,30.5078791,-97.6864835,
Game Goblins,"1121 S Bowman Rd C7, Little Rock", Little Rock,AR,72211,(501) 224-4263,https://www.facebook.com/GameGoblins,"[""store"",""point_of_interest"",""establishment""]",,34.7440396,-92.406799,
Collectibles Etc,"115 N Locust Hill Dr #115, Lexington", Lexington,KY,40509,(859) 269-6633,http://collectiblesetcky.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,38.0043968,-84.4465453,
The School Shop,"1224 Towanda Ave # 25, Bloomington", Bloomington,IL,61701,(309) 827-5555,http://www.theschoolshopstore.com/,"[""store"",""point_of_interest"",""establishment""]",,40.4907563,-88.9694794,
Maple Landmark Woodcraft,"1297 Exchange St, Middlebury", Middlebury,VT,5753,(802) 388-0627,http://www.maplelandmark.com/,"[""store"",""point_of_interest"",""establishment""]",,44.0365311,-73.1670162,
Toys Are Used,"1320 Kooiman Ave, Grand Haven", Grand Haven,MI,49417,(616) 842-5200,http://www.toysareused.com/,"[""store"",""point_of_interest"",""establishment""]",,43.0508792,-86.2236297,
Village Toy and Doll Shoppe,"19 N Main St, New Hope", New Hope,PA,18938,(215) 862-2072,http://www.peddlersvillage.com/,"[""store"",""point_of_interest"",""establishment""]",,40.3473129,-75.0316971,
"Man of Action Figures, Inc","19301 SW 106th Ave #4, Miami", Miami,FL,33157,(305) 255-1987,http://manofactionfigures.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,25.587725,-80.363871,
Bicycle Toy and Hobby Sales,"2000 N Main St, High Point", High Point,NC,27262,(336) 889-2453,http://www.bicycletoyandhobby.com/,"[""bicycle_store"",""store"",""point_of_interest"",""establishment""]",,35.9813305,-80.0218576,
Kite Stop,"224 Cheney Hwy, Titusville", Titusville,FL,32780,(321) 613-8697,http://www.kitestop.com,"[""store"",""point_of_interest"",""establishment""]",,28.5577106,-80.8005278,
Noel's Car Toys,"3254 Youngstown Rd SE, Warren", Warren,OH,44484,(330) 369-8697,http://noeltoys.weebly.com/,"[""electronics_store"",""car_repair"",""store"",""point_of_interest"",""establishment""]",,41.2202692,-80.781136,
Toy Tube Inc,"3287 NW Federal Hwy, Stuart", Stuart,FL,34994,(772) 692-7299,https://www.facebook.com/ToyTubeinc,"[""store"",""point_of_interest"",""establishment""]",,27.2444149,-80.2717666,
Strasburg Toys & Collectibles LLC,"350 Hartman Bridge Rd, Ronks", Ronks,PA,17572,(717) 687-9288,http://strasburgtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,39.995242,-76.182446,
Quizzys Comics,"418 N Main St, Broken Arrow", Broken Arrow,OK,74012,(918) 508-3721,http://www.quizzysshop.com/,"[""book_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,36.056133,-95.791183,
Copelin's Office Center,"425 W Main St, Norman", Norman,OK,73069,(405) 364-7011,http://www.copelins.com/,"[""store"",""point_of_interest"",""establishment""]",,35.218767,-97.449329,
The Hidden Jewel & Toys in the Attic,"4961 Main St, Manchester Center", Manchester Center,VT,5255,(802) 362-1608,http://www.thehiddenjewelmanchester.com/,"[""jewelry_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.177738,-73.055908,
Small Wonders,"550 Deep Valley Dr #135, Rolling Hills Estates", Rolling Hills Estates,CA,90274,(310) 541-5510,http://www.smallwonders.net/,"[""store"",""point_of_interest"",""establishment""]",,33.7721354,-118.3732639,
Dr. Gravity's Kite Shop,"560 MA-28, Harwich Port", Harwich Port,MA,2646,(508) 430-0437,http://www.drgravitys.com/,"[""food"",""store"",""point_of_interest"",""establishment""]",,41.6680077,-70.0738112,
Fundemonium,"579 Rohnert Park Expy W, Expressway Center, Rohnert Park", Rohnert Park,CA,94928,(707) 540-0701,http://www.fundemoniumtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,38.3467617,-122.7244115,
HobbyTown USA - Orem,"582 E University Pkwy, Orem", Orem,UT,84097,(801) 893-9433,http://www.hobbytown.com/Orem-UT,"[""store"",""point_of_interest"",""establishment""]",,40.272806,-111.681084,
Aunt Candy's Toy Company,"63 Courtland St, Rockford", Rockford,MI,49341,(616) 866-8783,http://www.auntcandystoycompany.com/,"[""store"",""point_of_interest"",""establishment""]",,43.1210057,-85.5599356,
Toys N Things,"66 Maple St, Danvers", Danvers,MA,1923,(978) 777-1879,https://www.facebook.com/ToysNThingsDanvers,"[""store"",""point_of_interest"",""establishment""]",,42.5669464,-70.9371842,
Jadabug's Baby Boutique,"78377 CA-111, La Quinta", La Quinta,CA,92253,(760) 347-7406,http://www.jadabugs.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,33.7146867,-116.2968675,
Hi Kendama,"94-1012 Waiolina St, Waipahu", Waipahu,HI,96797,(808) 227-1739,http://hikendama.com/,"[""store"",""point_of_interest"",""establishment""]",,21.418733,-158.003948,
Where'd You Get That Inc,"100 Spring St, Williamstown", Williamstown,MA,1267,(413) 458-2206,http://www.wygt.com/,"[""store"",""point_of_interest"",""establishment""]",,42.709453,-73.2044682,
"MACkite - Kites, Clothing, Skate & Specialty Toys","106 Washington Ave, Grand Haven", Grand Haven,MI,49417,(616) 846-7501,http://www.mackite.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.0642352,-86.2323364,
The Village Toy Store,"1069 Main St, Brewster", Brewster,MA,2631,(508) 896-8185,http://www.thevillagetoystorebrewster.com/,"[""store"",""point_of_interest"",""establishment""]",,41.7541495,-70.1095705,
Ben's,"112 E Main St, Belleville", Belleville,IL,62220,(618) 277-9278,http://shopbens.com/,"[""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,38.513331,-89.982247,
Land of Misfit Toys Comic & Collectibles,"1190 E Bacon St #7A, Pembroke", Pembroke,GA,31321,(912) 412-6749,https://www.facebook.com/pages/Land-of-Misfit-Toys/234857693235924?notif_t=page_new_likes,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,31.9843904,-81.2231307,
The Toy Shop & Motolounge,"1224 N Roselle Rd, Schaumburg", Schaumburg,IL,60195,(224) 232-8224,http://www.ttsmotolounge.com/,"[""parking"",""car_repair"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.0506482,-88.0801878,
Mountain Top Toys,"1231 Taft Hwy, Signal Mountain", Signal Mountain,TN,37377,(423) 886-6943,http://www.mountaintoptoys.com/,"[""store"",""point_of_interest"",""establishment""]",,35.1393755,-85.3290613,
Puddle Duck,"124 N Broadway St # E, De Pere", De Pere,WI,54115,(920) 339-9994,http://www.thepuddleduck.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.4497013,-88.060037,
Maple City Hobbies,"125 S Main St, Goshen", Goshen,IN,46526,(574) 534-9661,http://www.maplecityhobbiesgoshen.com/,"[""store"",""point_of_interest"",""establishment""]",,41.585488,-85.834964,
An Owl's Bazaar,"1301 S Patrick Dr #62, Satellite Beach", Satellite Beach,FL,32937,(321) 610-3959,http://www.anowlsbazaar.com/,"[""art_gallery"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,28.1755423,-80.6050816,
Alphabet Soup,"133 Ithaca Cmns, Ithaca", Ithaca,NY,14850,(607) 272-6885,http://alphabetsoupithaca.com/,"[""store"",""point_of_interest"",""establishment""]",,42.4393092,-76.4980334,
Meck Collectibles,"134 Jason Dr, Wilkes-Barre", Wilkes-Barre,PA,18702,(570) 825-9719,http://www.burningrubberlv.com/,"[""store"",""point_of_interest"",""establishment""]",,41.290174,-75.823141,
Room To Grow,"146 S Main St, Zelienople", Zelienople,PA,16063,(724) 452-7903,http://www.roomtogrowtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,40.7946836,-80.1367257,
Hartmann Model Railroad Museum,"15 Town Hall Rd, Intervale", Intervale,NH,3845,(603) 356-9922,http://www.hartmannrr.com/,"[""store"",""point_of_interest"",""establishment""]",,44.1028183,-71.1522986,
Rogers Pool Patio & Toy Co. Inc,"150 Middle St, Lowell", Lowell,MA,1852,(978) 454-5517,http://www.rogerspools.com/,"[""general_contractor"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,42.644991,-71.3113237,
G. Willikers Toy Merchant,"1508 N 13th St, Boise", Boise,ID,83702,(208) 344-1999,http://ggwillikers.com/,"[""store"",""point_of_interest"",""establishment""]",,43.6295671,-116.2031231,
Discovery Toys Educational Consultant: Shelia,"153 Easton Way #3, Galion", Galion,OH,44833,(419) 951-3751,http://www.discoverytoyslink.com/wrightforkids,"[""store"",""point_of_interest"",""establishment""]",,40.7310562,-82.7583498,
Humphreys Childrens Apparel,"160 N Memorial Hwy, Shavertown", Shavertown,PA,18708,(570) 674-3377,http://www.humphreysapparelandtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,41.3209608,-75.9426324,
Interstellar Comic Books & Collectibles,"180 E Tahquitz Canyon Way, Palm Springs", Palm Springs,CA,92262,(760) 325-1814,https://www.facebook.com/InterstellarComicBooks/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,33.823312,-116.5458664,
Hometown Toys LLC,"202 W 3rd St, Dover", Dover,OH,44622,(330) 343-8699,http://hometown-toys.com/,"[""store"",""point_of_interest"",""establishment""]",,40.5212052,-81.4777707,
Snickelfritz Toys,"208 Hawthorn Center, Vernon Hills", Vernon Hills,IL,60061,(847) 918-8160,http://snickelfritztoys.com/,"[""store"",""point_of_interest"",""establishment""]",,42.2433997,-87.9501029,
Opalite Toys,"2100 South W S Young Drive, Killeen", Killeen,TX,76543,(512) 669-3958,http://facebook.com/opalitetoys,"[""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,31.093412,-97.7176059,
The Comedy Store,"217 Eisenhower Dr, Savannah", Savannah,GA,31406,(912) 353-7584,http://www.comedystoreonline.com/,"[""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,32.0090493,-81.1117947,
Bricknowlogy,"228 East Plaza Street, Eagle", Eagle,ID,83616,(208) 939-5346,http://bricknowlogy.com/,"[""museum"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,43.6935547,-116.3520149,
Toys R Us Outlet,"2410 Tanger Blvd, Gonzales", Gonzales,LA,70737,(225) 644-8931,http://www.toysrus.com/storeLocator/index.jsp?ab=TRU_Header:Utility1:Find-a-Store:Home-Page,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.2125988,-90.9533158,
"Stuffed Toy Impressions, LLC","24600 S Tamiami Trail #212, Bonita Springs", Bonita Springs,FL,34134,(239) 405-8630,http://www.stiplush.com/,"[""store"",""point_of_interest"",""establishment""]",,26.3818777,-81.8098719,
The Briar Patch,"27 Central St, Bangor", Bangor,ME,4401,(207) 941-0255,http://www.briarpatchbooks.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,44.8022255,-68.7711844,
At Once All Agog,"28 Main St, Cornish", Cornish,ME,4020,(207) 625-3322,http://www.onceallagog.com/,"[""store"",""point_of_interest"",""establishment""]",,43.8051867,-70.8017073,
Billy's Toy's & Comics,"3569 Atlanta Hwy, Flowery Branch", Flowery Branch,GA,30542,(770) 533-9533,http://billystoysandcomics.net/,"[""store"",""point_of_interest"",""establishment""]",,34.215985,-83.870548,
I Love Toy Trains,"4242 W 1000 N, Michigan City", Michigan City,MI,49327,(219) 879-2822,http://www.tmbv.com/,"[""store"",""point_of_interest"",""establishment""]",,41.7521135,-86.7797757,
Be Beep A Toy Shop,"4525 Forest Dr, Columbia", Columbia,SC,29206,(803) 787-5772,http://www.bebeeptoys.com/,"[""store"",""point_of_interest"",""establishment""]",,34.0206338,-80.9717679,
Resource Island,"473 W Penn Ave, Cleona", Cleona,PA,17042,(717) 270-1776,http://www.resourceisland.com/,"[""store"",""point_of_interest"",""establishment""]",,40.3359441,-76.4840099,
DECOPOLIS Studios,"502 S Boston Ave, Tulsa", Tulsa,OK,74103,(918) 382-7388,http://www.decopolisstudios.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,36.1515736,-95.9888668,
Busy Bee Toys,"58 E State St, Doylestown", Doylestown,PA,18901,(215) 345-6070,http://www.busybeetoys.net/,"[""store"",""point_of_interest"",""establishment""]",,40.3106125,-75.128969,
The Toggery,"5919 R St, Little Rock", Little Rock,AR,72207,(501) 663-8662,http://www.toggerykids.com/,"[""shoe_store"",""book_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,34.7688317,-92.3404315,
Mens Toy Shop Inc,"60 N Van Buren St, Nashville", Nashville,IN,47448,(812) 988-6590,http://menstoyshop.com/index.php?route=information/contact,"[""store"",""point_of_interest"",""establishment""]",,39.2086798,-86.247087,
