city,state,population,latitude,longitude,toy store (20),child toy store (20),toy store (20-w/ coords radius),"children’s clothing store (20-w/ coords, radius)","children’s clothing store (20-w/ coords, rankby)"
appleton,WI,70112,44.2619444,-88.4152778,,,X,X,X
kenner,LA,69721,29.9938889,-90.2416667,,,X,X,X
missouri city,TX,69715,29.6183333,-95.5375,,,X,X,X
san marcos,CA,69697,33.1433333,-117.1652778,,,X,X,X
avondale,AZ,69679,33.4355556,-112.3488889,,,X,X,X
medford,OR,69638,42.3266667,-122.8744444,,,X,X,X
bryan,TX,69621,30.6741667,-96.3697222,,,X,X,X
the hammocks,FL,69604,25.6711111,-80.4447222,,,X,X,X
union city,CA,69530,37.5958333,-122.0180556,,,X,X,X
tamiami,FL,69225,25.7583333,-80.3986111,,,X,X,X
santa fe,NM,69205,35.6869444,-105.9372222,,,X,X,X
hemet,CA,69039,33.7475,-116.9711111,,,X,X,X
rochester hills,MI,68895,42.6583333,-83.15,,,X,X,X
passaic,NJ,68845,40.8566667,-74.1288889,,,X,X,X
asheville,NC,68795,35.6008333,-82.5541667,,,X,X,X
tustin,CA,68728,33.7458333,-117.8252778,,,X,X,X
east orange,NJ,68390,40.7672222,-74.2052778,,,X,X,X
mountain view,CA,68268,37.3861111,-122.0827778,,,X,X,X
weston,FL,68254,26.1,-80.4,,,X,X,X
mount vernon,NY,68137,40.9125,-73.8375,,,X,X,X
waukesha,WI,68112,43.0116667,-88.2313889,,,X,X,X
jacksonville,NC,68015,34.7538889,-77.4305556,,,X,X,X
pontiac,MI,67994,42.6388889,-83.2911111,,,X,X,X
folsom,CA,67953,38.6780556,-121.175,,,X,X,X
turlock,CA,67940,37.4947222,-120.8455556,,,X,X,X
lorain,OH,67920,41.4527778,-82.1825,,,X,X,X
gastonia,NC,67869,35.2619444,-81.1875,,,X,X,X
palatine,IL,67828,42.1102778,-88.0341667,,,X,X,X
redondo beach,CA,67791,33.8491667,-118.3875,,,X,X,X
brooklyn park,MN,67595,45.0941667,-93.3561111,,,X,X,X
baytown,TX,67341,29.7352778,-94.9772222,,,X,X,X
hoover,AL,66752,33.4052778,-86.8113889,,,X,X,X
flower mound,TX,66618,33.0144444,-97.0966667,,,X,X,X
west hartford,CT,66610,41.7619444,-72.7425,,,X,X,X
pleasanton,CA,66532,37.6625,-121.8736111,,,X,X,X
boynton beach,FL,66442,26.525,-80.0666667,,,X,X,X
pico rivera,CA,66332,33.9830556,-118.0958333,,,X,X,X
laguna niguel,CA,66291,33.5225,-117.7066667,,,X,X,X
deerfield beach,FL,66239,26.3180556,-80.1,,,X,X,X
ellicott city,MD,66215,39.2672222,-76.7986111,,,X,X,X
union city,NJ,66121,40.7794444,-74.0241667,,,X,X,X
indio,CA,65955,33.7205556,-116.2147222,,,X,X,X
waterloo,IA,65836,42.4927778,-92.3427778,,,X,X,X
manteca,CA,65820,37.7975,-121.215,,,X,X,X
davis,CA,65806,38.545,-121.7394444,,,X,X,X
bend,OR,65756,44.0583333,-121.3141667,,,X,X,X
lynchburg,VA,65517,37.4136111,-79.1425,,,X,X,X
delray beach,FL,65511,26.4611111,-80.0730556,,,X,X,X
surprise,AZ,65450,33.6305556,-112.3325,,,X,X,X
framingham,MA,65413,42.2791667,-71.4166667,,,X,X,X
muncie,IN,65327,40.1933333,-85.3863889,,,X,X,X
centreville,VA,65225,38.8402778,-77.4291667,,,X,X,X
walnut creek,CA,65179,37.9063889,-122.0638889,,,X,X,X
taylor,MI,65088,42.2408333,-83.2697222,,,X,X,X
fayetteville,AR,64864,36.0625,-94.1572222,,,X,X,X
yorba linda,CA,64778,33.8886111,-117.8122222,,,X,X,X
germantown,MD,64720,39.1730556,-77.2719444,,,X,X,X
daytona beach,FL,64661,29.2105556,-81.0230556,,,X,X,X
palm harbor,FL,64502,28.0777778,-82.7638889,,,X,X,X
montebello,CA,64327,34.0094444,-118.1044444,,,X,X,X
springfield,OH,64325,39.9241667,-83.8088889,,,X,X,X
apple valley,CA,64271,34.5008333,-117.185,,,X,X,X
skokie,IL,64227,42.0333333,-87.7333333,,,X,X,X
eagan,MN,64218,44.8041667,-93.1666667,,,X,X,X
iowa city,IA,64170,41.6611111,-91.53,,,X,X,X
rio rancho,NM,64090,35.2333333,-106.6638889,,,X,X,X
huntington park,CA,63831,33.9816667,-118.2241667,,,X,X,X
kissimmee,FL,63685,28.2916667,-81.4077778,,,X,X,X
greenwich,CT,63652,41.0263889,-73.6288889,,,X,X,X
north bergen,NJ,63484,40.8041667,-74.0125,,,X,X,X
eden prairie,MN,63319,44.8547222,-93.4705556,,,X,X,X
monterey park,CA,63193,34.0625,-118.1219444,,,X,X,X
missoula,MT,63164,46.8722222,-113.9930556,,,X,X,X
harlingen,TX,63159,26.1902778,-97.6958333,,,X,X,X
portland,ME,63142,43.6613889,-70.2558333,,,X,X,X
carol city,FL,63031,25.9402778,-80.2458333,,,X,X,X
oshkosh,WI,63017,44.0247222,-88.5425,,,X,X,X
eau claire,WI,62852,44.8113889,-91.4983333,,,X,X,X
pittsburg,CA,62838,38.0280556,-121.8836111,,,X,X,X
north richland hills,TX,62821,32.8341667,-97.2286111,,,X,X,X
castro valley,CA,62813,37.6941667,-122.0852778,,,X,X,X
lodi,CA,62778,38.1302778,-121.2713889,,,X,X,X
milpitas,CA,62636,37.4283333,-121.9055556,,,X,X,X
coon rapids,MN,62528,45.12,-93.2875,,,X,X,X
camarillo,CA,62500,34.2163889,-119.0366667,,,X,X,X
national city,CA,62490,32.6780556,-117.0983333,,,X,X,X
layton,UT,62308,41.0602778,-111.9702778,,,X,X,X
san clemente,CA,62272,33.4269444,-117.6111111,,,X,X,X
lafayette,IN,62231,40.4166667,-86.8752778,,,X,X,X
kennewick,WA,62158,46.2113889,-119.1361111,,,X,X,X
jackson,TN,62080,35.6144444,-88.8138889,,,X,X,X
victoria,TX,62044,28.805,-97.0033333,,,X,X,X
saint charles,MO,62011,38.7838889,-90.4811111,,,X,X,X
league city,TX,61894,29.5072222,-95.0947222,,,X,X,X
rapid city,SD,61888,44.0805556,-103.2305556,,,X,X,X
kendale lakes,FL,61791,25.7077778,-80.4072222,,,X,X,X
dothan,AL,61741,31.2230556,-85.3905556,,,X,X,X
janesville,WI,61675,42.6827778,-89.0186111,,,X,X,X
dundalk,MD,61659,39.2505556,-76.5208333,,,X,X,X
encinitas,CA,61585,33.0369444,-117.2911111,,,X,X,X
mission,TX,61486,26.2155556,-98.325,,,X,X,X
haverhill,MA,61465,42.7761111,-71.0777778,,,X,X,X
hamilton,OH,61445,39.3994444,-84.5613889,,,X,X,X
marietta,GA,61360,33.9525,-84.55,,,X,X,X
saint george,UT,61338,37.1041667,-113.5833333,,,X,X,X
irvington,NJ,61323,40.7322222,-74.2352778,,,X,X,X
dale city,VA,61211,38.6369444,-77.3113889,,,X,X,X
reston,VA,61076,38.9686111,-77.3413889,,,X,X,X
bristol,CT,61033,41.6716667,-72.9497222,,,X,X,X
gardena,CA,60915,33.8883333,-118.3080556,,,X,X,X
pharr,TX,60687,26.1944444,-98.1833333,,,X,X,X
rockville,MD,60646,39.0838889,-77.1530556,,,X,X,X
concord,NC,60592,35.4086111,-80.5797222,,,X,X,X
edinburg,TX,60509,26.3013889,-98.1630556,,,X,X,X
schenectady,NY,60280,42.8141667,-73.94,,,X,X,X
gaithersburg,MD,60062,39.1433333,-77.2016667,,,X,X,X
maple grove,MN,59902,45.0725,-93.4555556,,,X,X,X
bayonne,NJ,59878,40.6686111,-74.1147222,,,X,X,X
lauderhill,FL,59861,26.14,-80.2136111,,,X,X,X
hamden,CT,59847,41.3958333,-72.8972222,,,X,X,X
rock hill,SC,59766,34.9247222,-81.0252778,,,X,X,X
la habra,CA,59654,33.9319444,-117.9452778,,,X,X,X
loveland,CO,59618,40.3977778,-105.0744444,,,X,X,X
bossier city,LA,59580,32.5158333,-93.7319444,,,X,X,X
burnsville,MN,59492,44.7677778,-93.2775,,,X,X,X
falmouth,MA,59431,41.5513889,-70.6152778,,,X,X,X
meriden,CT,59395,41.5380556,-72.8075,,,X,X,X
west allis,WI,59363,43.0166667,-88.0069444,,,X,X,X
tamarac,FL,59268,26.2125,-80.25,,,X,X,X
rancho cordova,CA,59185,38.5891667,-121.3016667,,,X,X,X
saint cloud,MN,59154,45.5608333,-94.1622222,,,X,X,X
mount pleasant,SC,59105,32.7938889,-79.8627778,,,X,X,X
north little rock,AR,59078,34.7694444,-92.2669444,,,X,X,X
fairfield,CT,59052,41.1411111,-73.2641667,,,X,X,X
south whittier,CA,58952,33.9608333,-118.0408333,,,X,X,X
diamond bar,CA,58935,34.0286111,-117.8094444,,,X,X,X
lakewood,WA,58912,47.1719444,-122.5172222,,,X,X,X
council bluffs,IA,58764,41.2619444,-95.8608333,,,X,X,X
jonesboro,AR,58619,35.8422222,-90.7041667,,,X,X,X
johnson city,TN,58603,36.3133333,-82.3536111,,,X,X,X
utica,NY,58590,43.1008333,-75.2330556,,,X,X,X
waltham,MA,58570,42.3763889,-71.2361111,,,X,X,X
south san francisco,CA,58555,37.6547222,-122.4066667,,,X,X,X
north miami,FL,58472,25.8897222,-80.1869444,,,X,X,X
taylorsville,UT,58284,40.6677778,-111.9380556,,,X,X,X
burke,VA,58265,38.7933333,-77.2719444,,,X,X,X
vineland,NJ,58122,39.4861111,-75.0261111,,,X,X,X
brentwood,NY,58107,40.7811111,-73.2466667,,,X,X,X
wayne,NJ,57915,40.9252778,-74.2769444,,,X,X,X
warner robins,GA,57764,32.6208333,-83.6,,,X,X,X
royal oak,MI,57570,42.4894444,-83.1447222,,,X,X,X
flagstaff,AZ,57566,35.1980556,-111.6505556,,,X,X,X
shawnee,KS,57561,39.0416667,-94.72,,,X,X,X
saginaw,MI,57536,43.4194444,-83.9508333,,,X,X,X
annandale,VA,57512,38.8302778,-77.1966667,,,X,X,X
anderson,IN,57496,40.1052778,-85.6802778,,,X,X,X
carson city,NV,57341,39.1638889,-119.7663889,,,X,X,X
frederick,MD,57297,39.4141667,-77.4108333,,,X,X,X
paramount,CA,57275,33.8894444,-118.1588889,,,X,X,X
white plains,NY,57260,41.0338889,-73.7633333,,,X,X,X
tinley park,IL,57244,41.5733333,-87.7844444,,,X,X,X
dubuque,IA,57185,42.5005556,-90.6644444,,,X,X,X
taunton,MA,57160,41.9,-71.0902778,,,X,X,X
terre haute,IN,57063,39.4666667,-87.4138889,,,X,X,X
port arthur,TX,56945,29.8986111,-93.9286111,,,X,X,X
union,NJ,56771,40.6975,-74.2636111,,,X,X,X
arcadia,CA,56716,34.1397222,-118.0344444,,,X,X,X
bismarck,ND,56706,46.8083333,-100.7833333,,,X,X,X
ames,IA,56606,42.0347222,-93.6197222,,,X,X,X
palo alto,CA,56508,37.4419444,-122.1419444,,,X,X,X
galveston,TX,56420,29.3011111,-94.7975,,,X,X,X
springdale,AR,56402,36.1866667,-94.1286111,,,X,X,X
dearborn heights,MI,56359,42.3369444,-83.2733333,,,X,X,X
renton,WA,56141,47.4830556,-122.2158333,,,X,X,X
fountain valley,CA,56133,33.7091667,-117.9527778,,,X,X,X
brookline,MA,56079,42.3316667,-71.1216667,,,X,X,X
great falls,MT,56075,47.5002778,-111.3,,,X,X,X
rosemead,CA,56066,34.0805556,-118.0719444,,,X,X,X
bowie,MD,56050,39.0066667,-76.7794444,,,X,X,X
springfield,OR,56032,44.0463889,-123.0208333,,,X,X,X
rocky mount,NC,55997,35.9380556,-77.7908333,,,X,X,X
kettering,OH,55880,39.6894444,-84.1688889,,,X,X,X
elyria,OH,55873,41.3683333,-82.1077778,,,X,X,X
orland park,IL,55741,41.6302778,-87.8538889,,,X,X,X
temple,TX,55703,31.0980556,-97.3425,,,X,X,X
greenville,SC,55559,34.8525,-82.3941667,,,X,X,X
margate,FL,55510,26.2441667,-80.2066667,,,X,X,X
cheyenne,WY,55443,41.14,-104.8197222,,,X,X,X
petaluma,CA,55352,38.2325,-122.6355556,,,X,X,X
mount prospect,IL,55303,42.0663889,-87.9372222,,,X,X,X
malden,MA,55290,42.425,-71.0666667,,,X,X,X
west des moines,IA,55279,41.5772222,-93.7111111,,,X,X,X
san rafael,CA,55270,37.9736111,-122.53,,,X,X,X
pearland,TX,55233,29.5633333,-95.2858333,,,X,X,X
chicopee,MA,55179,42.1486111,-72.6083333,,,X,X,X
rocklin,CA,55007,38.7908333,-121.2347222,,,X,X,X
murray,UT,54991,40.6669444,-111.8872222,,,X,X,X
midwest city,OK,54958,35.4494444,-97.3963889,,,X,X,X
fishers,IN,54829,39.9555556,-86.0138889,,,X,X,X
rowlett,TX,54785,32.9027778,-96.5636111,,,X,X,X
oak lawn,IL,54767,41.7108333,-87.7580556,,,X,X,X
lake havasu city,AZ,54752,34.4838889,-114.3216667,,,X,X,X
lancaster,PA,54735,40.0377778,-76.3058333,,,X,X,X
decatur,AL,54621,34.6058333,-86.9833333,,,X,X,X
santa cruz,CA,54617,36.9741667,-122.0297222,,,X,X,X
bradenton,FL,54608,27.4986111,-82.575,,,X,X,X
wheaton,IL,54545,41.8661111,-88.1069444,,,X,X,X
owensboro,KY,54478,37.7741667,-87.1133333,,,X,X,X
weymouth,MA,54395,42.2208333,-70.9402778,,,X,X,X
hacienda heights,CA,54289,33.9930556,-117.9677778,,,X,X,X
port orange,FL,54209,29.1380556,-80.9958333,,,X,X,X
blaine,MN,54207,45.1608333,-93.2347222,,,X,X,X
trujillo alto,PR,54191,18.3566667,-66.0077778,,,X,X,X
pensacola,FL,54104,30.4211111,-87.2169444,,,X,X,X
battle creek,MI,54088,42.3211111,-85.1797222,,,X,X,X
la mesa,CA,54087,32.7677778,-117.0222222,,,X,X,X
des plaines,IL,54067,42.0333333,-87.8833333,,,X,X,X
medford,MA,53963,42.4183333,-71.1066667,,,X,X,X
saint peters,MO,53779,38.8002778,-90.6263889,,,X,X,X
novi,MI,53754,42.4805556,-83.4755556,,,X,X,X
towson,MD,53749,39.4013889,-76.6022222,,,X,X,X
country club,FL,53746,25.9477778,-80.3172222,,,X,X,X
aspen hill,MD,53430,39.0794444,-77.0733333,,,X,X,X
west haven,CT,53401,41.2705556,-72.9475,,,X,X,X
sarasota,FL,53327,27.3361111,-82.5308333,,,X,X,X
cerritos,CA,53305,33.8583333,-118.0638889,,,X,X,X
euless,TX,53221,32.8369444,-97.0816667,,,X,X,X
pine bluff,AR,53217,34.2283333,-92.0030556,,,X,X,X
wellington,FL,53164,26.6583333,-80.2416667,,,X,X,X
levittown,PA,53117,40.155,-74.8291667,,,X,X,X
niagara falls,NY,53054,43.0944444,-79.0569444,,,X,X,X
fort myers,FL,53015,26.6402778,-81.8725,,,X,X,X
cathedral city,CA,52991,33.7797222,-116.4644444,,,X,X,X
hempstead,NY,52837,40.7061111,-73.6191667,,,X,X,X
middletown,OH,52834,39.515,-84.3983333,,,X,X,X
bethesda,MD,52801,38.9805556,-77.1005556,,,X,X,X
lakewood,OH,52756,41.4819444,-81.7983333,,,X,X,X
santee,CA,52600,32.8383333,-116.9730556,,,X,X,X
levittown,NY,52548,40.7258333,-73.5147222,,,X,X,X
yuba city,CA,52432,39.1405556,-121.6158333,,,X,X,X
rowland heights,CA,52377,33.9761111,-117.9044444,,,X,X,X
colton,CA,52335,34.0738889,-117.3127778,,,X,X,X
idaho falls,ID,52175,43.4666667,-112.0333333,,,X,X,X
irondequoit,NY,51958,43.2133333,-77.58,,,X,X,X
cuyahoga falls,OH,51824,41.1338889,-81.4847222,,,X,X,X
florissant,MO,51786,38.7891667,-90.3225,,,X,X,X
woodland,CA,51731,38.6786111,-121.7722222,,,X,X,X
cedar park,TX,51695,30.505,-97.82,,,X,X,X
shoreline,WA,51657,47.7558333,-122.3402778,,,X,X,X
monroe,LA,51625,32.5091667,-92.1191667,,,X,X,X
bowling green,KY,51558,36.9902778,-86.4436111,,,X,X,X
glendora,CA,51541,34.1361111,-117.8644444,,,X,X,X
conway,AR,51524,35.0886111,-92.4419444,,,X,X,X
casper,WY,51507,42.8666667,-106.3125,,,X,X,X
madera,CA,51451,36.9613889,-120.0597222,,,X,X,X
elkhart,IN,51400,41.6819444,-85.9766667,,,X,X,X
berwyn,IL,51376,41.8505556,-87.7936111,,,X,X,X
rancho santa margarita,CA,51344,33.6408333,-117.6022222,,,X,X,X
normal,IL,51331,40.5141667,-88.9905556,,,X,X,X
highland,CA,51312,34.1283333,-117.2077778,,,X,X,X
stratford,CT,51268,41.1844444,-73.1336111,,,X,X,X
milford,CT,51195,41.2222222,-73.0569444,,,X,X,X
lakeville,MN,50994,44.6497222,-93.2425,,,X,X,X
carmichael,CA,50992,38.6172222,-121.3272222,,,X,X,X
woodbury,MN,50955,44.9238889,-92.9591667,,,X,X,X
cupertino,CA,50934,37.3230556,-122.0311111,,,X,X,X
corvallis,OR,50701,44.5647222,-123.2608333,,,X,X,X
pocatello,ID,50656,42.8713889,-112.4447222,,,X,X,X
new brunswick,NJ,50633,40.4861111,-74.4522222,,,X,X,X
hoffman estates,IL,50541,42.0427778,-88.0797222,,,X,X,X
apple valley,MN,50540,44.7319444,-93.2175,,,X,X,X
la crosse,WI,50470,43.8013889,-91.2394444,,,X,X,X
east providence,RI,50453,41.8136111,-71.3705556,,,X,X,X
charleston,WV,50427,38.3497222,-81.6327778,,,X,X,X
yucaipa,CA,50392,34.0336111,-117.0422222,,,X,X,X
middletown,CT,50362,41.5622222,-72.6511111,,,X,X,X
coconut creek,FL,50326,26.2513889,-80.1791667,,,X,X,X
mansfield,OH,50310,40.7583333,-82.5155556,,,X,X,X
peabody,MA,50293,42.5277778,-70.9291667,,,X,X,X
east hartford,CT,50160,41.7822222,-72.6125,,,X,X,X
euclid,OH,50123,41.5930556,-81.5269444,,,X,X,X
minnetonka,MN,50117,44.9133333,-93.5030556,,,X,X,X
tulare,CA,50103,36.2077778,-119.3463889,,,X,X,X
la mirada,CA,49963,33.9172222,-118.0111111,,,X,X,X
redford,MI,49936,42.3833333,-83.2966667,,,X,X,X
auburn,AL,49833,32.6097222,-85.4808333,,,X,X,X
blue springs,MO,49767,39.0169444,-94.2813889,,,X,X,X
mentor,OH,49726,41.6661111,-81.3397222,,,X,X,X
franklin,TN,49706,35.925,-86.8688889,,,X,X,X
grapevine,TX,49666,32.9341667,-97.0777778,,,X,X,X
poway,CA,49635,32.9627778,-117.035,,,X,X,X
ocala,FL,49558,29.1869444,-82.1402778,,,X,X,X
oak park,IL,49509,41.885,-87.7844444,,,X,X,X
downers grove,IL,49504,41.8088889,-88.0111111,,,X,X,X
port charlotte,FL,49333,26.9758333,-82.0908333,,,X,X,X
arecibo,PR,49189,18.4744444,-66.7161111,,,X,X,X
bedford,TX,49185,32.8438889,-97.1427778,,,X,X,X
placentia,CA,49160,33.8722222,-117.8694444,,,X,X,X
bloomfield,NJ,49120,40.8066667,-74.1858333,,,X,X,X
perth amboy,NJ,49107,40.5066667,-74.2658333,,,X,X,X
mishawaka,IN,49055,41.6619444,-86.1586111,,,X,X,X
jupiter,FL,48974,26.9338889,-80.0944444,,,X,X,X
novato,CA,48817,38.1075,-122.5686111,,,X,X,X
covina,CA,48688,34.09,-117.8894444,,,X,X,X
sheboygan,WI,48591,43.7508333,-87.7144444,,,X,X,X
lehigh acres,FL,48534,26.625,-81.625,,,X,X,X
palm desert,CA,48531,33.7222222,-116.3736111,,,X,X,X
huntington,WV,48518,38.4191667,-82.4452778,,,X,X,X
east brunswick,NJ,48495,40.4277778,-74.4163889,,,X,X,X
chantilly,VA,48492,38.8941667,-77.4313889,,,X,X,X
grand forks,ND,48426,47.9252778,-97.0325,,,X,X,X
east lansing,MI,48371,42.7369444,-84.4838889,,,X,X,X
azusa,CA,48297,34.1336111,-117.9066667,,,X,X,X
andover,MA,48286,42.6583333,-71.1375,,,X,X,X
troy,NY,48232,42.7283333,-73.6922222,,,X,X,X
palm beach gardens,FL,48140,26.8230556,-80.1388889,,,X,X,X
west orange,NJ,48131,40.7986111,-74.2394444,,,X,X,X
hattiesburg,MS,48123,31.3269444,-89.2902778,,,X,X,X
bellevue,NE,48099,41.1366667,-95.8905556,,,X,X,X
harrisburg,PA,47840,40.2736111,-76.8847222,,,X,X,X
plainfield,NJ,47795,40.6336111,-74.4077778,,,X,X,X
cleveland heights,OH,47726,41.52,-81.5563889,,,X,X,X
biloxi,MS,47661,30.3958333,-88.8852778,,,X,X,X
hanford,CA,47648,36.3275,-119.6447222,,,X,X,X
chapel hill,NC,47529,35.9130556,-79.0561111,,,X,X,X
moore,OK,47475,35.3394444,-97.4863889,,,X,X,X
roseville,MI,47372,42.4972222,-82.9372222,,,X,X,X
cypress,CA,47371,33.8169444,-118.0363889,,,X,X,X
redmond,WA,47264,47.6741667,-122.1202778,,,X,X,X
carmel,IN,47219,39.9783333,-86.1180556,,,X,X,X
chesterfield,MO,47128,38.6630556,-90.5769444,,,X,X,X
tigard,OR,47068,45.4313889,-122.7702778,,,X,X,X
kentwood,MI,47059,42.8694444,-85.6447222,,,X,X,X
altoona,PA,46962,40.5186111,-78.395,,,X,X,X
burlington,NC,46921,36.0955556,-79.4380556,,,X,X,X
joplin,MO,46818,37.0841667,-94.5130556,,,X,X,X
newark,OH,46812,40.0580556,-82.4013889,,,X,X,X
wilson,NC,46748,35.7211111,-77.9158333,,,X,X,X
san marcos,TX,46736,29.8830556,-97.9411111,,,X,X,X
palm springs,CA,46680,33.8302778,-116.5444444,,,X,X,X
brentwood,CA,46669,37.9319444,-121.6947222,,,X,X,X
smyrna,GA,46561,33.8838889,-84.5144444,,,X,X,X
glenview,IL,46539,42.0697222,-87.7877778,,,X,X,X
pinellas park,FL,46495,27.8425,-82.6997222,,,X,X,X
north fort myers,FL,46482,26.6669444,-81.8802778,,,X,X,X
revere,MA,46420,42.4083333,-71.0125,,,X,X,X
portage,MI,46403,42.2011111,-85.58,,,X,X,X
perris,CA,46318,33.7825,-117.2277778,,,X,X,X
kokomo,IN,46227,40.4863889,-86.1336111,,,X,X,X
egypt lake-leto,FL,46140,28.0166667,-82.4955556,,,X,X,X
enid,OK,46138,36.3955556,-97.8780556,,,X,X,X
bell gardens,CA,46119,33.9652778,-118.1505556,,,X,X,X
west new york,NJ,46010,40.7877778,-74.0147222,,,X,X,X
san ramon,CA,45993,37.78,-121.9769444,,,X,X,X
edina,MN,45945,44.8897222,-93.3497222,,,X,X,X
grand junction,CO,45938,39.0638889,-108.55,,,X,X,X
danville,VA,45894,36.5858333,-79.3952778,,,X,X,X
north highlands,CA,45878,38.6858333,-121.3711111,,,X,X,X
new braunfels,TX,45840,29.7027778,-98.1241667,,,X,X,X
woonsocket,RI,45839,42.0027778,-71.5152778,,,X,X,X
meridian,ID,45803,43.6122222,-116.3905556,,,X,X,X
kirkland,WA,45778,47.6816667,-122.2075,,,X,X,X
watsonville,CA,45724,36.9102778,-121.7558333,,,X,X,X
salina,KS,45723,38.8402778,-97.6111111,,,X,X,X
valdosta,GA,45661,30.8325,-83.2786111,,,X,X,X
auburn,WA,45650,47.3075,-122.2272222,,,X,X,X
manhattan,KS,45629,39.1836111,-96.5713889,,,X,X,X
desoto,TX,45541,32.5897222,-96.8566667,,,X,X,X
pine hills,FL,45530,28.5575,-81.4536111,,,X,X,X
rogers,AR,45524,36.3319444,-94.1183333,,,X,X,X
binghamton,NY,45480,42.0986111,-75.9183333,,,X,X,X
warren,OH,45475,41.2375,-80.8186111,,,X,X,X
wauwatosa,WI,45453,43.0494444,-88.0075,,,X,X,X
methuen,MA,45372,42.7261111,-71.1913889,,,X,X,X
gilroy,CA,45309,37.0058333,-121.5672222,,,X,X,X
sanford,FL,45289,28.8002778,-81.2733333,,,X,X,X
alexandria,LA,45187,31.3111111,-92.445,,,X,X,X
potomac,MD,45129,39.0180556,-77.2088889,,,X,X,X
elmhurst,IL,45060,41.8994444,-87.9402778,,,X,X,X
olympia,WA,44916,47.0380556,-122.8994444,,,X,X,X
aloha,OR,44915,45.4944444,-122.8658333,,,X,X,X
richland,WA,44869,46.2858333,-119.2833333,,,X,X,X
strongsville,OH,44863,41.3144444,-81.8358333,,,X,X,X
logan,UT,44838,41.7355556,-111.8336111,,,X,X,X
grand island,NE,44766,40.925,-98.3416667,,,X,X,X
delano,CA,44757,35.7688889,-119.2461111,,,X,X,X
albany,OR,44757,44.6366667,-123.1047222,,,X,X,X
west seneca,NY,44712,42.85,-78.8,,,X,X,X
broomfield,CO,44692,39.9205556,-105.0861111,,,X,X,X
porterville,CA,44674,36.0652778,-119.0158333,,,X,X,X
hendersonville,TN,44598,36.3047222,-86.62,,,X,X,X
north atlanta,GA,44493,33.865,-84.3366667,,,X,X,X
north bethesda,MD,44379,39.0444444,-77.1191667,,,X,X,X
attleboro,MA,44271,41.9444444,-71.2861111,,,X,X,X
pittsfield,MA,44174,42.45,-73.2458333,,,X,X,X
south hill,WA,44139,47.1413889,-122.2688889,,,X,X,X
san luis obispo,CA,44132,35.2827778,-120.6586111,,,X,X,X
saint louis park,MN,44071,44.9483333,-93.3477778,,,X,X,X
roswell,NM,44069,33.3941667,-104.5225,,,X,X,X
bremerton,WA,44053,47.5675,-122.6313889,,,X,X,X
cedar hill,TX,44049,32.5883333,-96.9558333,,,X,X,X
kingsport,TN,43952,36.5483333,-82.5619444,,,X,X,X
tuckahoe,VA,43931,37.59,-77.5566667,,,X,X,X
east lake,FL,43892,28.1105556,-82.695,,,X,X,X
texas city,TX,43879,29.3836111,-94.9025,,,X,X,X
hackensack,NJ,43716,40.8858333,-74.0438889,,,X,X,X
west babylon,NY,43606,40.7180556,-73.3547222,,,X,X,X
freeport,NY,43447,40.6575,-73.5836111,,,X,X,X
pasco,WA,43390,46.2397222,-119.0994444,,,X,X,X
dekalb,IL,43383,41.9294444,-88.7502778,,,X,X,X
lenexa,KS,43331,38.9536111,-94.7333333,,,X,X,X
buffalo grove,IL,43281,42.1513889,-87.9597222,,,X,X,X
farmington,NM,43278,36.7280556,-108.2180556,,,X,X,X
bartlett,TN,43264,35.2044444,-89.8738889,,,X,X,X
altadena,CA,43226,34.1897222,-118.1302778,,,X,X,X
fairfield,OH,43121,39.3458333,-84.5605556,,,X,X,X
hilo,HI,43050,19.7297222,-155.09,,,X,X,X
newark,CA,42922,37.5297222,-122.0391667,,,X,X,X
sayreville,NJ,42890,40.4591667,-74.3613889,,,X,X,X
danville,CA,42852,37.8216667,-121.9988889,,,X,X,X
lombard,IL,42836,41.88,-88.0077778,,,X,X,X
catonsville,MD,42827,39.2719444,-76.7322222,,,X,X,X
stillwater,OK,42757,36.1155556,-97.0580556,,,X,X,X
goodyear,AZ,42738,33.4352778,-112.3575,,,X,X,X
titusville,FL,42700,28.6119444,-80.8077778,,,X,X,X
rancho palos verdes,CA,42693,33.7444444,-118.3861111,,,X,X,X
moline,IL,42668,41.5066667,-90.515,,,X,X,X
la puente,CA,42605,34.02,-117.9486111,,,X,X,X
concord,NH,42605,43.2080556,-71.5380556,,,X,X,X
coral gables,FL,42485,25.7211111,-80.2686111,,,X,X,X
salem,MA,42455,42.5194444,-70.8972222,,,X,X,X
new milford,CT,42421,41.5769444,-73.4088889,,,X,X,X
midland,MI,42400,43.6155556,-84.2472222,,,X,X,X
leominster,MA,42301,42.525,-71.7602778,,,X,X,X
southglenn,CO,42268,39.5872222,-104.9522222,,,X,X,X
severn,MD,42157,39.1369444,-76.6986111,,,X,X,X
covington,KY,42153,39.0836111,-84.5086111,,,X,X,X
lakewood,NJ,42120,40.0977778,-74.2180556,,,X,X,X
fond du lac,WI,41860,43.7730556,-88.4469444,,,X,X,X
bonita springs,FL,41840,26.3394444,-81.7788889,,,X,X,X
state college,PA,41835,40.7933333,-77.8602778,,,X,X,X
lawrence,IN,41821,39.8386111,-86.0252778,,,X,X,X
the colony,TX,41769,33.0888889,-96.8861111,,,X,X,X
